id,text,label
s_385,"defendiendo el dumping laboral, machote?
los sueldos suben cuando la gente no se rebaja tanto. al defender la inmigración ilegal defendéis destruir el poder de negociación del trabajador españold.",1
s_1088,esta rabioso porque no le han dado el papel de baltasar.,0
s_3460,"eso es el concordato, no?",0
s_2201,"por eso porque sabe lo que hay( por eso es tan cabezona con la reforma laboral) y por las distintas partidas del ministerio para empleo juvenil y no juvenil. las cifras de paro y afiliación son brutales, pese ha que hay que seguir profundizando.",0
s_200,"sí este despilfarro continúa, los cotizantes deberíamos organizar una plantada y dejar de pagar impuestos en bloque.
óndelcontribuyente",0
s_3880,"más sobre género:
- los hombres se pasan el fin de semana bebiendo cerveza y viendo el futbol
- las víctimas de violencia de género son sumisas
- las mujeres musulmanas son racistas
- me llaman puta por ser mujer y extranjera
",0
s_3605,me encanta la ingenuidad d personas como usted. la pena es q gracias a pers. como usted el mundo civilizado se va al carajo.que tenga buen día.paso a dilenciarla. más q nada porque me molesta perder el tiempo con personas tan naive (el cancer del buenismo mal entendido)como usted,0
s_3622,sánchez obedece a soros mucho antes de ser el okupa de moncloa. rajoy seguro que también pues no veo otra explicación a su errática y traidora política. mucha atención a este problema debemos.,0
s_656,"para ser de derechas has dicho el punto clave, solucionar el problema en el lugar de origen, pero mientras tanto, además, atendenderlos normalmente como a cualquier otro.",0
s_2592,¿acaba de pasar usted un gráfico señalando las cifras más altas de paro con rajoy y las más bajas con zapatero? jajajajajajajajaja. menudo genio.,0
s_1869,"esa noticia interesa y mucho.

interesa tanto que es recomendable no quedarse con el titular y ver que empleo se ha creado y cual se ha destruido.",0
s_1812,si todo va tan estupendamente bien...¿por qué hay que derogar la reforma laboral?.,0
s_3057,"mas o menos la misma formula 2008? que luego dejó una pobreza inmensa? el gasto social crea riqueza? no es mejor dar trabajo que ingreso minimo? debería ser trabajo mínimo vital, basta de ayudas, no las queremos hagan otra cosa porque ya sabemos el final de sus ""buenas noticias""",0
s_3217,"perdona que te use, es una condena socio-ideologica el decir ""soy ...""
yo soy luis y tú serás pedrín

tener que definir el ser
por ateismo. izquierdismo...
es la gansada en la q nos quieren

creo en dios y pago yo las vidrieras de la catedral... no soy cristiano
¿me expliqué?",0
s_3708,"-¿a ti te han hecho desnudarte en un país extranjero al que has sido lanzado de niño y te han mirado los genitales ?
¿es normal que a una cría le miren el vello del pubis para determinar su edad?",1
s_4138,"5.92 inmigración
--------
no hay ningún tenderete del open arms en las fronteras con ucrania, pese al éxodo de un millón de personas. ¿por qué? porque allí no hay subvenciones ni trinque. el tito soros y el ayuntamiento de ada colau abona según el coior de piel.
()",0
s_2268,"una fecha aleatoria no, una fecha, antes de la vacunación, y como había gestionado cada uno en medio de la pandemia en el peor momento.
por cierto quien gestionó la vacunación fueron las ccaa.
la subida de la luz tambien la está gestionando muy bien...",0
s_3940,"echar a todos los inmigrantes, y con eso tendremos trabajo todos.",1
s_1607,"valiente tonto  el culo.
y la ministra aumentado el patrimonio .
eso que es.
llenar la panza.
no teneis verguenza",0
s_3429,no te preocupes si le queda poco,0
s_3764,"pero que dices???, como que la situación socieconómica de alguien pueda conllevarle a ser un violador, pero estamos tontos o que",0
s_2947,"pero que sinvergüenza eres.
y no te pones ni colorada con tanta mentira como echas. eres vomitiva",0
s_3121,"son paises liberales. quieres 50% gasto público? liberaliza la economía haz que crezca.. y por cierto en epsña ya estamos por encima del 50% lo cual es un desastre. porque lo que hace falta es más inversión y menos despilfarro. gasto útil no subvencionar
url",0
s_428,"punto 33. ""suspender el espacio schengen hasta que exista la garantía europea de que no lo utilizarán los criminales para huir de la justicia (como han hecho los golpistas separatistas) ni lo aprovechen las mafias de la inmigración ilegal para introducir personas"".",0
s_2896,"si han aumentado los funcionarios, han dado ertes a todo el mundo, y son trabajos de verano... pero de crear empresas y empleo reales cero",0
s_3312,"pero gilipollas, deje de hablar de progres! ésto no es una cuestión de progres ni de retrogrados! ésto es una cuestión de la supervivencia del modelo occidental! y tú no estás trabajando para ella! pero claro, españa nunca ha sido un modelo del sistema occidental!",1
s_1291,"preguntarle si le quedan camisetas del atleti , que a mi me ha bloqueado ..
ahhhh y calcetines  ...",0
s_337,"me encanta ver cada día más juventud que se corre hacia la derecha. algunos más liberales, otros más conservadores y otros más nacionalistas: pero todos desconfiando de la hegemonía progresista. se viene una nueva generación políticamente incorrecta.",0
s_3286,"empezaron con disimulo.
ahora ya la promueven abiertamente, con descaro y vileza.",0
s_2443,"aquí no te voy a contestar.., porque tú mismo te retratas solo. (no digo más, al buen entendedor sobran comentarios).",0
s_3360,por si alguien quiere saber de verdad de qué va el pacto url url,0
s_740,"seguro que la culpa de que no hay respiradores es del inmigrante, seguro.",0
s_1790,"precisamente esa es la razón principal de los ertes: el maquillaje estadístico para q la ministra pueda sacar pecho.

cuando acaben los ertes y las subvenciones a los autónomos que me cuente como evoluciona la tasa real de parados",0
s_1583,"el que es tonto, es tonto por muy temprano que se levante",0
s_23,eres un cáncer para españa. la putada es q no eres el único!,0
s_3754,reconocer que suponen la mayor parte de criminales,1
s_2275,"de los 400k, muchos de los cuales perderán definitivamente su empleo, hablamos otro día",0
s_3036,"estos no saben que trabajan todos los ministros para hacerlo posible,economía,agricultura,turismo ,exteriores y el presidente,se pensarán que cuando salen al exterior a traer empresas van hacer turismo",0
s_3911,dos agentes de  resultaron heridos el pasado sábado cuando tres inmigrantes magrebíes fueron interceptados en su intento de entrar a la carrera en melilla por el paso fronterizo de beni enzar.,0
s_1961,te recuerdo que eso son cifras del pp actuamente estamos en el 35% no paso del 38% pese a haber sufrido una pandemia global.,0
s_3209,"al toro se la agarra por los cuernos pusilánime

empezamos por la constitución y echar a la secta católica pederastas violadores asesinos gestionadores de campos de mujeres de reeducación y los peores salvajes de la historia",0
s_3931,hijo de mi vida........ los españoles son el 90% de la población,0
s_233,equiparación no había antes d entrar los 1600 emigrantes q dices ¡¡¡¡¡¡¡¡¡  y pensiones pocas también,0
s_1668,imagino que hay que retirarle su acta como diputado cayuco y a su país,0
s_4202,"ya veréis lo bien que lo van a pasar los progres (lgtbi, feminazis, buenistas etc) cuando tengamos mayoría de musulmanes.
me voy a poner una chilaba, y disfrutar del espectáculo.
va a ser memorable.",1
s_1883,"fuerza 
eres la voz de la gente honrada, que solo quiere vivir dignamente de su trabajo, sin robar ni engañar, y de los que, aunque no lo necesitemos, deseamos mejoras para nuestros compatriotas y para los que tienen que huir de la guerra y del hambre
",0
s_2902,"siempre es buena noticia el aumento de contratos laborales, pero digámoslo todo, los contratos basura están ahí, son un porcentaje importante, más q el existente en 2008 y por tanto los tipos d contrato, salarios y estabilidad son peores, más inseguros e irregulares.
",0
s_3706,"hasta ahora los niños/as que migran solos se han enfrentado a desnudos integrales y pruebas invasivas para determinar su edad. hoy en el  aprobamos el procedimiento judicial que las prohíbe, como dice la ley rhodes.

un gran avance de nuestra ley de protección a la infancia.",1
s_213,tú y jodete. racista de mierda. fuera las fronteras.,0
s_2453,"¿el dinero que cobra un funcionario público y luego lo gasta, cual es su origen?

¿lo hizo un mago?",0
s_114,"si, peros eatos politiquillos no los veo en el centro de salud, para ellos sanidad privada, la sanidad publica para la plebe con todos los emigrantes.",0
s_544,"eso magalluf, previo pago tasas aeroportuarias, ivas, imp. alcohol, pago ecotasa y muchos otros más, para que futuros estudiantes prof.  pueda pagar estado un sueldo. se realista, tu salario no cae del cielo, y tu pensión de inmigrante ilegal.",1
s_480,y del dinero que se han pulido de las pensiones ya hablaremos otro día,0
s_166,"pues como siempre toca pagar a la clase media.
 si estos gastos tuvieran que pagarlos  todos los políticos de su bolsillo, les aseguro que habría menos fiesta progre !!",0
s_1672,¿te parece bien así victoria__86070? url,0
s_1382,"-estoy deseando concoer su opinión de la hanukkah, el id al fitr, eid al ­adha, lama tsongkhapa, dediwali, etc...
+esas no son católicas!
-ah! perdón...",0
s_1326,"había que devolverlo a su país, pero con un cañón.",1
s_781,"es cierto lo de los recortes, pero con con una cifra record máxima que dejo zapatero de 5.287.000 parados + una seguridad quebrada, ¿ qué se podía hacer?, si usted investiga, los recortes fueron en   despilfarro, atención sanitaria a inmigrantes ilegales excepto emergencias",1
s_4027,"14.10 el genero de la violencia
"" agresion de mujer contra mujer en un piso del eixample de barcelona.""
--------------------
detenida por arrancar el dedo de una mujer de un mordisco y tragárselo url",0
s_2836,"lis que pagamos los impuestos que nos corresponden, los asalariados",0
s_1804,a base de contratar personal público maquillas las cifras. contar la verdad a medias es incluso peor que mentir. no nos tomes por gilipollas...,0
s_2682,"el ipc en el 5,5%, el más alto desde hace treinta años. es decir, la inflación disparada y todo ha subido, incluso los productos básicos. tampoco menciona que lideramos el paro juvenil en europa…",0
s_1504,"este negro que se vaya de donde vino ,y deje de dar por culo ...estoy de racista asta los huevos sin tenerlos ...",1
s_3202,"¿te parece poco la lista que te he pasado? 

por cierto, ¿los jueces han condenado a vox por algo? porque bien que has pedido su ilegalización hace un momento.",0
s_1406,"que digo yo, que el bien que haría este hombre en su país como adalid de los derechos y la democracia.",0
s_2811,"ah claro, los caracteres y el desastre colombiano gracias a quién, dices?",0
s_3755,díselo a íker jiménez que solo se indigna si son extranjeros.,0
s_3775,"muy bien dicho, para los podemonguers solo existe la violencia machista o la de españoles, cuando se trata de extranjeros o de mujeres matando o secuestrando a sus hijos, silencio mediático… son unos demagogos de ",1
s_1957,"mejor q estar 6 millones en la calle, abandonados…la verdad prefiero esto a lo que sufrimos en 2008. pero a ti eso de empatizar con los q perdieron su trabajo con familia y una mano delante y otra detrás como q no, no? o sin prestaciones…",0
s_3668,"españa es el único país europeo que firmará el pacto para la inmigración. en españa casi no se habla del pacto para la inmigración que españa firmará el 11 de diciembre de 2018 en marrakech, y en el que se compromete a aceptar y mantener a todos los inmigrantes ilegales que entre",0
s_4040,"5.22 inmigraciom
en busca y captura por la  el marroquí que ayer asfixió e intentó violar a una socorrista en los vestuarios de la playa de la concha.

un caso más en la ola de agresiones sexuales a manos de magrebíes que sufren país vasco y cataluña.

()",1
s_1859,"los valores absolutos no significan nada y tú lo sabes. y si no lo sabes, haber estudiao.",0
s_1733,"la fiscalía contra los delitos de odio y discriminación de barcelona, ha interpuesto una querella contra una usuaria de twitter, que publicó un vídeo falso, en el que denigraba a menores extranjeros no acompañados que viven en españa.",1
s_2000,"bebes de 30años, camino del subsidio estatal permanente o emigración. un gran futuro",0
s_3516,"ha sido tu discurso xenofobo el que te ha librado de ser un ""don nadie"" montado a caballo. no seas desagradecido.",0
s_1975,este éxito ha sido a pesar de la reforma laboral del pp.,0
s_854,me estás diciendo que apoyas a las mafias que utilizan a niños para elaborar productos copiados y que utilizan a inmigrantes ilegales para venderlos? me estás diciendo que apoyas la explotación infantil y de ilegales? qué hipócrita eres!,1
s_1441,este señor es un imbécil integral.,0
s_622,"si... pero el si que bien recorta la sanidad en andalucía.
que hipòcrita el abascalito",0
s_2422," que a ti en podemos te hagan esto no significa que en vox también lo hagan, tú único recurso es usar el comodín de llamar facha y fascista a quien piense diferente, cosa típica de todos los palurdos zurdos. url",0
s_3214,"pero claro para alguno no es bueno por ser una socialdemocracia muy liberal en lo económico incluso algunos la llaman paraíso fiscal.
por eso a pesar de ser un éxito ni la derecha ni la izquierda en españa hablan mucho de los suecos.",0
s_2969,"ni conoces usa ni el películas, ni sabes lo q es un pobre en usa, te pensarás que en españa están mejor

los parados los compararemos cuando quiten ertes y subvenciones y veamos la cifra real sin maquillaje, que es lo que te he dicho 20 veces y sigues sin entenderlo, tolili",0
s_4239,"tienes micha razón y con podemos en el gobierno,te aseguro q esto va a ponerse peor",0
s_1518,¡ te puedes ir a la ctm !!,0
s_4205,igual que hicieron con el sahara españold en 1975.,0
s_759,"por qué tienen que estar nuestros abuelos sin medios, cuando han levantado españa con su sudor, para darle los medios a inmigrantes ilegales que entraron ayer.
la sanidad gratuita para quien la paga con sus impuestos. parecemos la ong del planeta y mientras los nuestros sin nada",1
s_4078,"5.48 inmigracion
""parte de lo q nos llega con la inmigracion descontrolada.
--------
multiculturalismo magrebí en gran canaria, plaza del hierro en maspalomas. ya tenemos sindicatos ilegales de manteros, ahorade aparcacoches rompe-caras. ()
 url",1
s_3277,"para que no se violen? pero si tienen más derechos que nosotros. esos si, los deberes de los han dejado al otro lado de la frontera",1
s_3120,"suecia ya quebró.. y es el último país al que quiero parecerme. ha sido invadida literalmente por los musulmanes, ha multiplicado por 1000 el número de violaciones, tienen un país hundido por todas las políticas de mierda buenistas que son tóxicas. menos subvencionar y más crear.",1
s_1091,qué sabrá este payaso lo que son los reyes magos...,0
s_2497,"la crisis comenzó en 2008, pero te recuerdo q fue gestionada pronto x estos solos sin podemos y por tu amado rajoy que com su reforma nos transformo en esclavos, protegió al rico dejando caer al humilde! así q tú sigue en tus mundos de fantasía y color azul y verde sub….",0
s_3704,"con motivo de los movimientos migratorios de mujeres hacia nuestro territorio y la afluencia de personas desplazadas desde ucrania,  organiza el 21 de abril una mesa debate: “los derechos de las mujeres extranjeras víctimas de violencia de género”. url",0
s_3864,"la normativa nacional y europea reconocen el derecho a la información y asesoramiento de las víctimas de violencia de género, pero diversos estudioshan demostrado que este derecho no está garantizado en las mujeres de lengua extranjera. url",1
s_3969,si no eres capaz de entender eso...,0
s_4084,"5.53 inmigracion
""ahora, la .""
-----------------
dos menores atracan con violencia a una guardia civil en el barrio de hadú
.
()
url",0
s_3400,"de qué país fuerte hablan...? yo tengo que contentarme con la miseria de los 400€ porque no hay trabajo para alguien que supera los 50, que por cierto a esta hora todavía no me han pagado...",0
s_680,"si veo mal el 56 que no quieran pagar las intervenciones de reasignación de sexo, pero no viola derechos humanos, pues en españa no es ni siquiera un derecho habitual. tampoco veo el 59 que elimina la sanidad gratuita a inmigrantes ilegales, es normal en la mayoría de países 2/4",1
s_1422,"ala majete, vete a tu país si no te gustan nuestras tradiciones y deja de darnos lecciones, que aquí hasta los republicanos maricones como yo hemos crecido con los reyes magos y hemos disfrutado de la tradición sin pensar en vuestras majaderías ideológicas ",1
s_421,"punto 16. ""revisión de los tipos penales (y endurecimiento de sus penas) para combatir a las mafias de la inmigración ilegal, así como para quienes colaboren con ellas, ya sean ongs, empresas o particulares"".",0
s_3249,"¿ha dicho algo #sánchezdimisión sobre sáhara occidental?
y si un grupo importante de españoles emigra a tánger, el rey de marruecos les dará estado del bienestar?",0
s_1403,si éste está comiendo de mis impuestos en mi país todo lo que nos pase es poco.,1
s_862,además dice que los inmigrantes ilegales abusan de la sanidad pública y que no quiere pagar ella para que otros la utilicen y por eso prefiere la sanidad privada url,1
s_1638,manipuladores de mierda. racistas de pacotillas.,0
s_2224,el paro juvenil y los ertes son imaginarios.,0
s_111,hay q joderse..... con estos mamarrachos.  increible url,0
s_4100,"16.71 gobierno frankestein
-----
brahim ghali,líder del polisario,mandó ametrallar a 70 pescadores españoles canarios por pescar en aguas saharauis y violó a una chica española de 18 años. españa lo ha acogido en logroño a escondidas de marruecos y la sociedad.
( )",0
s_2570,"descontado el enorme incremento de funcionarios y comparando con países de nuestro entorno yo no presumiría y menos haría rigideces en la regulación laboral en un rato.  pero usted misma, el primer problema de los españoles va a decantar el próximo gobierno, no lo accesorio",0
s_41,"incluidos los 1000 que, sólo ayer, llegaron a las costas andaluzas.
y a ese ritmo todos los que vayan llegando.
pero no hay dinero para pagar las pensiones... que nos iban a pagar éstos.",1
s_4260,"los canarios, tengo amigos allí, están desesperados por lo que está ocurriendo, no pueden ya vivir en su tierra, los están invadiendo y el gobierno no hace nada. y como no, lo habitual, a prensa callada.
los inmigrantes ilegales están robando, violando. no viene turismo.",1
s_1117,"con lo que hay que acabar, es con esta basura de personajes",0
s_3980,son personas ante todo no ? o es que los ilegales les hacen ser menos. personas o tienen 4 ojos? ay! que facil es hablar! deberías de preguntarle a algún españold ilegal que está en mi país si es fácil ganarse el pan de cada día,1
s_1976,"yo, me alegro que haya menos paro, si.",0
s_2794,"el caso dd barcelona es como el dd san sebastián, el problema es que no hay más terreno, aún así el suelo no está liberalizado, el ayuntamiento tiene su pgou y es quien dice donde se puede, cómo y que se puede edificar, con el suelo liberalizado esto no sucedería.",0
s_2999,"los que están en erte no están sin trabajo. algunos trabajan parcialmente. en el caso de mi hermana, automoción, es por la carencia de microchips, no por la pandemia. toma nota.",0
s_2251,no es exacto. y has olvidado mencionar que ha sido gracias a la reforma laboral del pp que queréis derogar. para muestra un botón. url,0
s_229,no mereces ninguna respuesta sino la indiferencia y el olvido,0
s_1355,que ponga orden en su país de origen que seguro allí no respetan nada...barcoo,1
s_955,debería volverse a su país a eliminar tradiciones allí.,0
s_2026,"me molesta soberanamente la gente que contesta con emoticonos y tonterías porque no tiene recursos.
te bloqueo porque no aportas nada, para ver dibujaros voy a disney+.",0
s_2952,a mí por lo menos no me engaña esa panda de mangantes y farsantes.,0
s_2543,"más que nunca precariedad laboral y temporalidad, la ministra que no sabía que en erte se cobra el 70 por ciento",0
s_2451,"el ine no engaña. ahí están los datos oficiales, única fuente fiable. los que hablan de mentiras deben indicar cuáles son sus fuentes. a por la reforma laboral y por el empleo digno, ya!!",0
s_794,"que todos somos iguales es una falazia, la sanidad debe atender a todos los españoles o inmigrantes que coticen, porque según tú regla de tres ¿porque vamos a pagar los españoles si a los ilegales les atienden primero y mejor?. lo que debemos hacer es pagarles su pasaje a casa.",1
s_808,"la realidad es cabrona, echenique, en este caso también. como cuando dijiste que el coronavirus era ""solo una gripe menos agresiva que la de todos los años"".
ay, echenique, la realidad y tú. qué emotiva historia de desamor. url",0
s_1288,este hay que mandalo a su pais y alli que haga quite y diga lo que quiera que cojones es esto? viene un tio que no conoce ni la historia ni las tradiciones y se mea y se caga en todo? estamos tontos? o que pasa,1
s_2972,"sí, muy gordos y bien puestos, la verdad puede ser revolucionaria. ",0
s_1444,¿donde coño esta el racismo en un grupo m de tres miembros que representan distintas etnias presentes en españa y que comparten el mismo título de soberanía?,0
s_1621,"ojalá sea verdad, y acabar también con estos folletos digitales nauseabundos.",0
s_2801,"q produce un funcionario público...si cierran empresas,industrias, comercios q producen y /o venden productos quienes lo harán por ellos,evidente q los funcionarios no van a ser...aumento del gasto de estado comprando empleos q sirven para votos, eso es ya conocido en otros lados",0
s_3836,en ningún momento he dicho eso. observo que no dominas el idioma españold.,0
s_9,"en las próximas elecciones seguiremos como estamos, jodidos",0
s_3677,"españa es el único país europeo que firmará el pacto para la inmigración. en españa casi no se habla del pacto para la inmigración que españa firmará el 11 de diciembre de 2018 en marrakech, y en el que se compromete a aceptar y mantener a todos los inmigrantes ilegales que entr",0
s_2343,"si, sobre todo han aumentado los funcionarios, los asesores y otros que cobran del erario público...",0
s_2875,"no es nuevo eso:  ya se lo decía todo el mundo a aznar y rajoy cuando sacaban pecho por bajar el paro a base de ett's floreciendo como champiñones por toda españa, abaratar despidos, promover contratos de risa y fomentar hipotecas al 110%.
pero entonces la derechona, chitón. ",0
s_3669,"no.

españa no es “el único país europeo que firmará el pacto para la inmigración”.

alemania, portugal, bélgica y grecia, entre otros, también lo firman.

el pacto tampoco dice que “se vaya a mantener a todos los inmigrantes ilegales que entren al país”. url",0
s_4183,"consentido por gobiernos de todos los colores, inútiles e irresponsables que solo miran por sus bolsillos.",0
s_456,1a manipulación: inmigración  que es muy distinto a la legal que la defendemos.,1
s_3903,dejé de leer cuando vi que el estudio al que se hace referencia es hasta 2013!!!! cojan un estudio actual y hablamos de porcentajes...,0
s_2983,"no, tú eres más de los que se lo llevan en b.",0
s_4129,"5.86 inmigracion
y van...
--
10 marroquíes (varios menas) han dado una paliza en el centro de madrid a una chica a la q incluso han destrozado varios dientes.
el suceso ocurrió el sábado 28 de agosto, pero una orden política secuestró la información hasta hoy.
basta.
( )",1
s_487,#a que inmigrante le dan “paguita” como se llama esa paguita???a quien les han dado “casa” gratis??? si solo puedes decir barbaridades vacías y huecas eres el típico votante q se vende por el bocata ..pais de ignorantes,0
s_1052,que este elemento esté en el congreso de los diputados.. dice del puto complejo que tenemos en españa. sólo espero que vox meta en un avión a todos estos chuflas y los devuelva a su puñetera casa.,1
s_176,"con no robar, sobra.",0
s_3535,"qué vas a decir los ultras nazis siempre hacéis lo mismo mentir a la gente manipulando con mentiras,pero de verdad me das pena abascal porque no tienes que estar bien de la chota",0
s_2767,"ser inmigrante no te hace mas delincuente . estar en la miseria o en la pobreza si . son datos . el color de la piel no te hace ser más delincuente . si no lo entiendes así , solo me falta sacarte marionetas . pero yo cobro por enseñar . un saludo .",0
s_2549,"si supieras algo de vox sabrías que lo importante para sus votantes es que sólo queremos que los políticos nos dejen ser lo más libres posibles y que cada uno sea cómo sea, no queremos ser cómo nadie. no hay mayor tonto que el obrero que vota a izquierdas la historia lo demuestra",0
s_2362,"que mande quién sea menos los chorizos e inútiles de para pocos y los ultrafachas de vox. me tirosos. cualquier medio inútil, a veces, es mejor que los inútiles para siempre que tienen enfrente",0
s_3477,esperamos que ganes pero haz el favor de difundir tu proyecto con mas fuerza porque la izquierda demagoga y la chusma chavista tiene mucho poder,0
s_2031,el gobierno actual ha conseguido llegar al porcentaje de paro que había en 2018 después de una de las mayores crisis globales de la historia? joder,0
s_2027,"para poner un enlace de el plural, mejor pones una foto de un mojón",0
s_3895,"pero si es verdad, es xenófobo decir la verdad?",1
s_37,¿y a alguien le extraña todo eso y lo que está por venir?  volverán a arruinar españa como ya hizo homólogo socialista,0
s_2045,se llama la reforma laboral del pp. de nada.,0
s_3721,"¡ya va! el texto que usted mismo coloca dice que llegó con 16 años, pero que tres tipos de exámenes determinaron que tenía mas de 18.
el detalle es que quieren que no se hagan exámenes y que se acepte el testimonio oral o escrito (cualquier documento) presentado al juzgado.",0
s_1753,"venga, y ahora deroga la reforma laboral (con la que supuestamente nos va tan mal)",0
s_179,"los pardillos de la nómina, como siempre.",0
s_3171,"de momento han condenado al pp, de esta  no se ha librado, cuando les toque a los demás  hablamos , no desviemos el  tema, lo ha dicho el supremo ya basta.",0
s_3293,"por eso os necesitamos ya en el congreso, necesitamos que salvéis a españa de los invasores y sus enemigos.",1
s_1915,al menos mejoramos. no como con los antiguos gobiernos.,0
s_4208,"hace muchos años hicieron la marcha verde para ocupar sídi ifni. y les dio resultado
ahí lo dejo.",0
s_2654,"aquí van tus sicarios
url",0
s_1110,que maravilla leer las opiniones de un tio preparado. esto es lo que pasa cuando un analfabeto es votado por sus semejantes,0
s_1296,después de esto querrán imponer su cultura y así con todo..,1
s_3873,"no se puede construir un servicio exterior solvente y sostenible sobre la base de explotar al personal laboral con salarios miserables que no reflejan sus tareas, responsabilidades y experiencia, y en ocasiones no llega ni al mínimo legal    url",0
s_664,"y ya vale, no?  ya está bien.",0
s_199,"como siempre, nosotros, los sociatas como siempre disparando con polvora de rey.",0
s_1012,‍ pero este de dónde le saco el chepas ‍ me tengo que reíare ‍‍es muy tonto pero que muy tonto ,0
s_1594,"de verdad que creo que para entrar en politica seria necesario un minimo de curriculum , no puede ser que los que van a gestionar lo de todos sea gente que su merito sea entrar en las juventudes de cualquier partido e ir subiendo y esperpentos como este",0
s_485," ""hay gente que ha padecido como se rescaten autopistas de los amigos del poder mientras que no hay una red secundaria de carreteras y no tienen atención sanitaria a domicilio"". 

 url",0
s_3191,"2 estados de alarma anticonstitucionales, 140.000 muertes, 426% incremento de la luz, 5 5%déficit, 1300 asesores, 22 inútiles, 53 plusultra, ataques a la justicia, 3,5 millones de parados, colas del hambre..... y luego están los juntaleteas como tú, eres un peletero a",0
s_2074,nadie va them contra de todo y de todos!! otra cosa es que piense distinto a ti en todo....y eso mo lo convierte ni en mejor ni en peor que tú!!!,0
s_1826,"son gente mediocre quienes les votan, que no saben ni gestionar su economía familiar. mediocres sin futuro que buscan que otros roben en su nombre. el problema es que llega un momento que se acaba el dinero de los demás y el socialismo muestra su verdadwra cara, miseria absoluta",0
s_4063,"5.41 inmigracion
""le han echado la culpa a la policia.
saben, q a ellos no les afecta.
ancha es castilla.""
--------------
¿cómo lo lleváis en las palmas de gran canaria, después de que os hayan soltado 200 inmigrantes ilegales sin ningún tipo de control por las calles?
()",1
s_2865,pero eres consciente que ese empleo ha venido a raíz del covid y que se espera despedir a casi un 40% de los contratados por contratos covid?,0
s_3632,"alemania...los musulmanes destruyendo los adornos navideños, porque su religión no lo acepta. ¿ quién dejo entrar a europa a estas bestias ?

url",1
s_970,"pues, para no ofender, volvamos a los reyes magos de la antigüedad. los vemos, por ejemplo, en san apolinar, tan blancos. hasta el s. xiv no se inventan un rey negro. en oriente, máxime si eran sacerdotes de ahura mazda, podrían haber sido sólo morenitos, como algunos hindúes.",0
s_3789,"muchos paises te piden historial de antedecentes. y aún sin pedir el historial, si al que hace un delito lo echas del país te aseguro que más de uno se lo pensaría dos veces antes de hacer algo. con esa simple medida nos ahorrariamos mucha delincuencia extranjera.",1
s_1144,"debe ser racista porque el negro que viene es rey, se paga el viaje, se conforma con un poco de dulce y bebida, deja regalos y se marcha sin molestar mientras duermes.",0
s_1904,"si la iglesia fuera publica, no deberias pagar en los colegios concertados religiosos. tampoco en las residencias religiosas. si realizan un servicio público es porque estan, como mínimo, moralmente obligados. ya que reciben dinero público y no pagan ibi",0
s_3136,eso lo sabía yo desde pequeña que la que dicen ser hija del enano no es su hija que la robaron,0
s_1874,"ay! el notición de libertad digital  (aunque no lo pongas).
ese noticiero con periodistas de mentiras con fotos robadas en google.
",0
s_1285,racista? pero si de siempre el rey mago negro ha sido el preferido de todos los niños.,0
s_2730,las risas. me parece lógico que no te sirvan comida con esa actitud. salta a la vista que clase de persona eres y me gusta que todos os alineéis con el mismo partido político. así es más fácil decidir lo que no queremos para nuestro futuro. url,0
s_2782,fake. había menos desempleo cuando echaron a rajoy en 2019 (13'78%) que ahora (14'57%). datos epa.,0
s_1318,racista sería si no hubiera ninguna representación afroamericana.,0
s_481,"no te he dicho lo contrario. estoy deacuerdo en eso. las reformas laborales han hecho mucho daño. pero tampoco seamos populistas.

si para que haya pensiones para todos, ayudas, comida y sanidad para inmigrantes ilegales o no, si para conseguir todo eso, yo tengo que pagar ...",1
s_3365,"no se trata de fomentar la inmigración ilegal, sino todo lo contrario. url",0
s_1200,"para racista el partido que ha puesto a este inutil un cargo solo por el color de su piel. ellos si que lo utilizan de forma racista. si fuera blanco ni estaria alli, no tiene formacion, ni experiencia ni trayectoria politica en el partido.",1
s_8,"ya es oficial: el gobierno aprueba la sanidad pública universal, que dará sanidad gratis a los inmigrantes ilegales con el dinero de todos los españoles url
pues nada, a trabajar y a pagar impuestos por los ilegales. ‍ las próximas elecciones ya sabemos.",1
s_3658,"y también es mentira que el pacto diga que la migración es un derecho humano. mentira! dice que por el hecho se ser migrante una persona no abandona su condición de ser humano! es usted, sinceramente, un manipulador!",0
s_2265,estando plenamente vigente la reforma laboral de 2012...,0
s_450,"me parece perfecto
es lo más humanitario si eres capaz de pensar con perspectiva y no con el corazón",0
s_665,con mis impuestos no quiero pagar sanidad y educación a inmigrantes ilegales,1
s_2205,"cómo me alegro de no ser una fanática de ningún partido ni personaje político. el dato del paro actual (aunque haya mejorado levemente, cosa que me alegra) es terrorífico, se mire por donde se mire y a través de cualquiera de las lentes con las que se mire.",0
s_1500,que es lo racista? si el lo ve racista es su problema que simplemente no celebre la tradición,0
s_1213,"todo lo contrario, esto demuestra q hace 2000 años.unapersona de raza negra era un sabio, mago, estudioso de las estrellas batasar, igual q melchor y gaspar",0
s_3559,en mi casa entra quien yo quiera. no quienes ellos me digan.,0
s_3472,"eres la única esperanza para salvarnos, a nosotros a nuestras familias y a españa.",0
s_3461,"cuando no te pagaba la mamandurria de las comunidades autónomas te pagaban desde irán, pa hablar estás, haragán",0
