id,text,stereotype_a1,stereotype_a2,stereotype_a3,stereotype,stereotype_soft,implicit_a1,implicit_a2,implicit_a3,implicit,implicit_soft
d_612_03,"Por supuesto, los ideales de la extrema izquierda están en destruir el orden económico y social de cualquier país y en España tiene el terreno abonado para ello con una izquierda harapienta y indigente en dignidad y valores.",0,0,0,0,0.0474,0,0,0,0,0.0474
d_613_01,"Vamos escasos de votantes, eh, Pablito?",0,0,0,0,0.0474,0,0,0,0,0.0474
d_613_02,"Tienes que comprar más estómagos agradecidos para intentar frenar la debacle inminente de tu partido, claro.",1,1,1,1,0.9526,1,1,0,1,0.7311
d_614_01,La mayoría (y me voy a quedar sólo en eso) no trabaja legalmente.,1,1,1,1,0.9526,1,0,0,0,0.2689
d_614_02,Y me refiero únicamente a aquellos que reciben su sueldo en negro y no pagan ningún tipo de impuestos.,1,1,1,1,0.9526,1,0,0,0,0.2689
d_614_03,"En cuanto a las otras ilegalidades, la policia ya se intenta ocupar de ellas y no dan abasto.",1,1,1,1,0.9526,1,0,1,1,0.7311
d_614_04,"Así que, cuando entre un inmigrante en España, que sea con un contrato de trabajo debajo del brazo, cotizando a la seguridad social y, si es posible, con un seguro médico privado también.",1,1,1,1,0.9526,1,0,0,0,0.2689
d_614_05,"Vamos, lo mismo que exigen a los españoles en extranjero.",0,0,0,0,0.0474,0,0,0,0,0.0474
d_614_06,"Entonces, bienvenidos sean.",0,0,0,0,0.0474,0,0,0,0,0.0474
d_615_01,"No es catolicismo, es sentido común.",0,0,0,0,0.0474,0,0,0,0,0.0474
d_615_02,No hay dinero.,0,0,1,0,0.2689,0,0,1,0,0.2689
d_616_01,que justos son los españoles!!!,0,0,0,0,0.0474,0,0,0,0,0.0474
d_616_02,"resulta que yo, argentina, con mis cuatro abuelos españoles, tengo que ir a la cola de todos...",0,0,0,0,0.0474,0,0,0,0,0.0474
d_616_03,"Mi marido, con bisabuelo italiano, tiene nacionalidad italiana...",0,0,0,0,0.0474,0,0,0,0,0.0474
d_616_04,a veces el buenismo esconde mucha injusticia,0,0,0,0,0.0474,0,0,0,0,0.0474
d_617_01,Echenique miente mas que corre....,0,0,0,0,0.0474,0,0,0,0,0.0474
d_617_02,"aun regularizando estos irregulares, no serian de hecho ""ciudadanos españoles"" y por lo tanto SIN derecho a voto.",0,0,0,0,0.0474,0,0,0,0,0.0474
d_617_03,Pura propaganda bolchevique.,0,0,0,0,0.0474,0,0,0,0,0.0474
d_618_01,"Si claro,...y a sus familias también...",0,0,1,0,0.2689,0,0,1,0,0.2689
d_618_02,paguitas para todos ...asi ya tiene mas votantes.,1,1,1,1,0.9526,1,1,1,1,0.9526
d_618_03,Menudos sinvergüenzas parásitos y vagos.,0,0,0,0,0.0474,0,0,0,0,0.0474
d_618_04,"Pero la culpa de es del vago Jorobado, sino de sus put votantes",0,0,0,0,0.0474,0,0,0,0,0.0474
d_619_01,NoPodemos cada vez mas se cree su propias insensateces.,0,0,0,0,0.0474,0,0,0,0,0.0474
d_619_02,Se creen que hacer legal lo ilegal les va a dar de comer como si no existiesen españoles legales parados.,0,0,1,0,0.2689,0,0,0,0,0.0474
d_619_03,"En lo que se equivocan es que el hacer mucho ruido y ejercer mucha violencia en manifestaciones los hace mas ""grandes"" y tener mas razon, y lo unico que van a conseguir, a sabiendas de que los lideres de NoPodemos que buscan la violencia social porque la necesitan como los enganchados para vivir, lo que van a conseguir es que Vox aumente sus votos",0,0,0,0,0.0474,0,0,0,0,0.0474
d_620_01,"Nos van hacer racistas este gobierno,por invadirnos con inmigrantes, y eso suena a tambores de enfreºntamiento",1,1,1,1,0.9526,1,1,1,1,0.9526
d_621_01,No cuela.,0,0,0,0,0.0474,0,0,0,0,0.0474
d_621_02,"Los españoles, seremos hijos De Dios, pero no somos santos.",0,0,0,0,0.0474,0,0,0,0,0.0474
d_621_03,"Y los demás son hijos de Ala, que parece que está muy ocupado con el bienestar de los dueños de los pozos de petróleo.",0,0,1,0,0.2689,0,0,0,0,0.0474
d_621_04,"Lo que he dicho antes, no cuela.",0,0,0,0,0.0474,0,0,0,0,0.0474
d_622_01,"Inmigrantes ilegales FUERA de España todos, ni un euro de ayuda a esta gente salvo para volver a sus países de origen, un país en la ruina como éste no puede hacerse cargo de mantener a todos los ilegales que hay en España.",1,1,1,1,0.9526,0,1,0,0,0.2689
d_623_01,"600.000 boquitas más a las que dar una paga por la jeta, que a los españoles nos sobra la pasta para eso y más.",1,1,1,1,0.9526,0,1,1,1,0.7311
d_624_01,España es el pais europeo con mas desempleados y al mismo tiempo el de mas inmigrantes en este siglo...,0,0,0,0,0.0474,0,0,0,0,0.0474
d_624_02,¡ Somos asi de rumbosos!,0,0,0,0,0.0474,0,0,0,0,0.0474
d_625_01,Dice usted que nadie abandona su país si no está desesperado.,0,0,1,0,0.2689,0,0,0,0,0.0474
d_625_02,"Mi hijo tiene 24 años y está desesperado,hasta el punto que va a buscarse la vida fuera de España,habla inglés y francés,ha terminado filológica hispánica y terminado un máster, ha echado mil currículum, (para el campo inclusive, los que habláis que los españoles no quieren trabajar en el campo, estáis muy equivocados, yo le invito que venga usted a Huelva y eche currículum para trabajar en el campo y luego me cuenta) dice usted que no ha visto a ninguno de Vox recoger la cosecha, ha visto usted a algún indignado del 15M recogerla?",0,0,0,0,0.0474,0,0,0,0,0.0474
d_625_03,"Ha visto usted a algún okupa y me refiero okupa a los de las rastas a los de los semáforos con los bolos, a los que van con el perrito y se ponen en la puerta del súper a pedir,a los que ocupan naves enteras, los ha visto usted recoger la cosecha?",0,0,0,0,0.0474,0,0,0,0,0.0474
d_625_04,"Para recoger cosecha en Huelva, se necesitan cuadrillas, no puedes ir solo, son cuadrillas de rumanos, árabes, subsaharianos.",0,0,0,0,0.0474,0,0,0,0,0.0474
d_626_01,"muy fácil , dele usted trabajo y su casa, después hable,y lo de VOX es inaudito lo que dice,habiendo como poco 4 millones de parados y el campo abandonado,obligue a los parados a trabajar donde haga falta,en casa cobrando se esta muy bien ,verdad?",0,0,0,0,0.0474,0,0,0,0,0.0474
d_627_01,Que orgulloso estoy de nuestro gobierno!,0,0,0,0,0.0474,0,0,0,0,0.0474
d_627_02,"Acaban de dar con la solucion a todos nuestros problemas...,",0,0,0,0,0.0474,0,0,0,0,0.0474
d_627_03,"ya que hay superávit y sobra empleo, vamos a dar la nacionalidad a millones, y de paso dar papeles a cientos de miles de ciudadanos super integrados...",1,1,1,1,0.9526,1,1,1,1,0.9526
d_627_04,Hurra!! Estamos salvados!!,0,0,0,0,0.0474,0,0,0,0,0.0474
d_627_05,"Y yo que me pensaba que a mis 35 años no iba a tener una pension de jubilacion, pero han resuelto el problema en tiempo record!!",1,1,1,1,0.9526,1,0,1,1,0.7311
d_628_01,"Lo que hay que hacer es todo lo contrario, EXPULSIONES MASIVAS.",1,1,1,1,0.9526,1,0,0,0,0.2689
d_628_02,"Nos vamos de cabeza a los cinco millones de parados, y estos queriendo legalizar a 600.000 mil personas, ¿para qué?",0,0,1,0,0.2689,0,0,1,0,0.2689
d_628_03,"¿Para que el español medio y sin formación tenga que ""pegarse"" por un puesto de trabajo ya de por sí mal pagado y escaso?",1,1,1,1,0.9526,1,0,1,1,0.7311
d_628_04,"Estamos viendo los inconvenientes día sí y día también de esta inmigración semianalfabeta que no aporta nada, si no todo lo contrario.",1,1,1,1,0.9526,0,1,0,0,0.2689
d_628_05,"Y mientras los españoles formados, que ha costado un dineral al estado, se tienen que ir fuera.",0,0,1,0,0.2689,0,0,1,0,0.2689
d_628_06,"Menudo cambio de cromos, ayyyy madre mía.",0,0,0,0,0.0474,0,0,0,0,0.0474
d_629_01,"No, racismo puede ser rechazo también por incompatibilidad religiosa, étnica o cultural independientemente de su honradez, en la sociedad que vivo acepto a la gente de cualquier raza, pero por ejemplo rechazo ciertas situaciones o irme a vivir donde impere socialmente algunas otras etnias y razas, con ciertas costumbres y religiones, ya que son incompatibles con mi cultura y forma de vivir.",1,0,0,0,0.2689,0,0,0,0,0.0474
d_629_02,"Esto es como lo de aquellos que dicen no ser racistas pero si ven a su hija con un musulmán de novio se desmayan, pero es más por el hecho de que pueden existir ciertas incompatibilidades religiosas, ideológicas y culturales, por muy honrado que sea el sujeto y por la parte de el, también en cuanto ella o la familia no quiera asumir su religión para casarse y cosas así.",1,1,1,1,0.9526,0,0,1,0,0.2689
d_630_01,En realidad Podemos no es pionero en la medida...,0,0,0,0,0.0474,0,0,0,0,0.0474
d_630_02,"hubo un ministro de Zapatero (Jesús Caldera) que ya esgrimió la fase ""Papeles para todos"", pero estos ""nuevos ricos"" llevan la estupidez a una escala más sublime...",0,0,0,0,0.0474,0,0,0,0,0.0474
d_630_03,"Ya lo dice las bases del Comunismo: ""cuanto peor, mejor""....",0,0,0,0,0.0474,0,0,0,0,0.0474
d_631_01,A trabajar a legalizar gente que vive gracia a las ayudas ?,1,1,1,1,0.9526,1,0,0,0,0.2689
d_631_02,"Que lo único que hacen es ir hacen es beber , comer , hacer niños y quejar se que no hay suficiente ayuda ?",1,1,1,1,0.9526,0,0,0,0,0.0474
d_631_03,Q les das trabajo y te dicen que mal pagado .... perdona ??,0,0,1,0,0.2689,0,0,0,0,0.0474
d_631_04,Anda legalizar los 600000 q la mayoría venezolanos con altos estudios que no se ensucian las manos en el campo os lo Aseguró ...,0,0,0,0,0.0474,0,0,0,0,0.0474
d_632_01,Y 600000 mil paguitas.,1,1,1,1,0.9526,1,1,1,1,0.9526
d_632_02,Españoles(si queda alguno) disfruten lo votado.....,0,0,1,0,0.2689,0,0,1,0,0.2689
d_633_01,"Hablan de natalidad..y cada mujer inmigrante tiene 3 o 4 hijos,la desaparecieron de el pueblo español esta firmada de aquí a 20 años",1,1,1,1,0.9526,0,1,0,0,0.2689
d_634_01,Es de justicia cuando la gran mayoría de ellos han estado trabajando en sectores esenciales en la pandemia y generalmente explotados por no estar legalizado.,1,1,1,1,0.9526,0,1,0,0,0.2689
d_634_02,Los trabajos que hacen no los quieren los españoles,1,1,1,1,0.9526,0,1,0,0,0.2689
d_635_01,"para todos ellos, será la mejor sanidad del mundo, para los que cotizamos y la mantenemos con nuestros impuestos de nuestro esfuerzo, ahorro y trabajo, la pero sanidad del mundo, que cuando la hemos necesitado, NO HAY NI PARA PIPAS. TO PUBLICO PER LA RUBER PA MI",1,1,1,1,0.9526,1,1,1,1,0.9526
d_636_01,"Genio, los mantienes tu?",0,0,0,0,0.0474,0,0,0,0,0.0474
d_636_02,"Hijo no das para más, por gente como tú así va el País.",0,0,0,0,0.0474,0,0,0,0,0.0474
d_637_01,Así solo van a conseguir que aumente el racismo.,0,0,0,0,0.0474,0,0,0,0,0.0474
d_638_01,Y si no hay trabajo ?como se mantienen a estos inmigrantes ilegales?del mana' que cae del cielo?,1,1,1,1,0.9526,1,0,1,1,0.7311
d_639_01,Eso se llama COMPRA DE VOTOS y perdida de derechos a los nativos de España,1,1,1,1,0.9526,1,0,1,1,0.7311
d_640_01,Es que pensando lo bien así ganaron psoe en aquellos años con el decelebrado de zapatero ..,0,0,0,0,0.0474,0,0,0,0,0.0474
d_640_02,Voto latino prometiendo les papeles ( fácil de manejar porque son gente sin estudios ni ganas de evaluación)asi q legaliza y maneja gente,1,1,1,1,0.9526,0,0,0,0,0.0474
d_641_01,"Está claro, con el cuento de siempre que nos van a pagar las pensiones, se aseguran el número de futuros votantes que les faltan para seguir poder gobernando....",1,1,1,1,0.9526,0,1,1,1,0.7311
d_641_02,Entre los nuevos votantes extranjeros y los descerebrados españoles que tienen ya han hecho cálculos.,0,0,0,0,0.0474,0,0,0,0,0.0474
d_642_01,"todaaa razón , y las que no an trabajado en su vida pero lleva 5 niños y un todo terreno de Mercedes...",1,1,1,1,0.9526,1,1,1,1,0.9526
d_642_02,"la misma exige al ayuntamiento piso más grande y SE Lo DAN , y la española sin poder dar de comer a su hijo único ...pena pena .",1,1,1,1,0.9526,1,1,1,1,0.9526
d_642_03,Me da mucha pena España porque la están vendiendo cada día trocito por trocito...,0,0,0,0,0.0474,0,0,0,0,0.0474
d_643_01,dónde les vas a dar trabajo tú?,0,0,0,0,0.0474,0,0,0,0,0.0474
d_643_02,porque si trabajan están quitando trabajo al 20% de trabajadores que están ahora en el paro.,1,1,1,1,0.9526,1,1,0,1,0.7311
d_644_01,A donde van a alojar estos 600000 inmigrantes !?,0,0,1,0,0.2689,0,0,1,0,0.2689
d_644_02,Estoy seguro de que no los permitiría en su propio propiedades.,0,0,0,0,0.0474,0,0,0,0,0.0474
d_644_03,Seguramente este gobierno habra que planear a robar y ocupar mas propiedades de particulares indefensos.,0,0,0,0,0.0474,0,0,0,0,0.0474
d_645_01,"Buenos días: Excelente idea quizás provocada por el dichoso ""bichito"".",0,0,0,0,0.0474,0,0,0,0,0.0474
d_645_02,Están peligrando las pensiones de aquellos que han trabajado durante muchos años y este elemento solo piensa en mas gasto social.,0,0,1,0,0.2689,0,0,1,0,0.2689
d_645_03,Creo que lo mas sencillo sería abrir las fronteras de una vez y que vengan los que quieran.,0,0,0,0,0.0474,0,0,0,0,0.0474
d_645_04,"Señor Echenique, hágaselo mirar, que la cosa no está para ""bollos"". Saludos",0,0,0,0,0.0474,0,0,0,0,0.0474
d_646_01,los inmigrantes soportarán mejor las miserias de lo que queda de España.,1,1,1,1,0.9526,0,1,1,1,0.7311
d_646_02,¿Quién quiere tener hijos en España? Los inmigrantes.,1,1,1,1,0.9526,1,0,1,1,0.7311
d_646_03,España se merece pasarlo muy mal.,0,0,0,0,0.0474,0,0,0,0,0.0474
d_646_04,La derecha tiene que esconderse hasta que la izquierda implore ayuda reconociendo el grave error de su camino.,0,0,0,0,0.0474,0,0,0,0,0.0474
d_646_05,Solo así quedará claro que actualmente la izquierda es lo que está destrozando España.,0,0,0,0,0.0474,0,0,0,0,0.0474
d_647_01,Si no tienen permiso de trabajo ¿donde han estado trabajando?,0,0,0,0,0.0474,0,0,0,0,0.0474
d_647_02,Tu la cabeza para peinarte,0,0,0,0,0.0474,0,0,0,0,0.0474
d_648_01,"En cualquier país, el que llega sin papeles se vuelve por donde ha venido.",0,0,1,0,0.2689,0,0,0,0,0.0474
d_648_02,Ya está bien de tanto buenismo y de favorecer la inmigración ilegal.,1,1,1,1,0.9526,1,0,0,0,0.2689
d_649_01,"Y yo propongo que Echenique , que ha reconocido que no paga la!seguridad social de sus empleadas de hogar, pierda la nacionalidad española y sea expulsado de este pais.",0,0,0,0,0.0474,0,0,0,0,0.0474
d_649_02,Un pais que lo acogio y al que quiere desestabilizar.,0,0,0,0,0.0474,0,0,0,0,0.0474
d_649_03,Aqui necesitamos gente trabajadora y no parasitos,0,0,1,0,0.2689,0,1,0,0,0.2689
d_650_01,"Pues si es una medida tan buena para el país, para qué andarnos por las ramas.",0,0,0,0,0.0474,0,0,0,0,0.0474
d_650_02,"Mejor 6 millones, o incluso 60 millones, que lo que sobra en África es gente con ganas de venir.",0,1,0,0,0.2689,0,1,0,0,0.2689
d_651_01,"Cada persona que reciba una ayuda ya sea, ingreso mínimo vital, o esta regularización de papeles por la cara... automáticamente no puede votar hasta dejar de percibir ayudas.",0,1,0,0,0.2689,0,1,0,0,0.2689
d_651_02,VALE YA DE COMPRAR VOTOS.,1,0,0,0,0.2689,1,0,0,0,0.2689
d_652_01,Me pregunto si aquí opinamos con la razón (y las matemáticas).,0,0,0,0,0.0474,0,0,0,0,0.0474
d_652_02,"No queremos saber por qué son más baratos muchos productos, no queremos saber que la piramide poblacional hace inviable las pensiones si no hay más gente (por natalidad o por inmigración) que aporte, no queremos saber que en el resto de Europa en el año 2050 más del 35% de la población será musulmana (mucho mas que en España que hay mucha menos inmigración), no queremos saber que los españoles (entre los cuales me encuentro) no aceptamos cualquier trabajo y por eso necesitamos inmigrantes que lo acepten, no queremos saber que la mayoría de los jetas, delincuentes y vividores son nativos de aqui, no queremos saber que España (por territorio) debería tener 80-90 millones de ciudadanos y nuestra baja natalidad lleva decenios siendo una rémora para nuestro progreso ...etc.",1,1,1,1,0.9526,0,1,0,0,0.2689
d_652_03,En fin.... sigamos autoengañandonos y echando la culpa de nuestros problemas a los inmigrantes.,1,1,1,1,0.9526,0,1,1,1,0.7311
d_652_04,Es lo más viejo del mundo y nunca ha terminado bien.,0,0,0,0,0.0474,0,0,0,0,0.0474
d_653_01,"Es una argumentación muy sensata y humana,de verdad.",0,0,0,0,0.0474,0,0,0,0,0.0474
d_653_02,"No estoy del todo de acuerdo, pero me gusta lo que he leído.",0,0,0,0,0.0474,0,0,0,0,0.0474
d_653_03,"Discrepo en que ahora mismo España, con el paro que hay, con las la saturación de la sanidad, de la educación, de todo en general, no puede hacer frente a la integración en el mundo laboral de miles de personas que llegan sin ningún control.",1,1,1,1,0.9526,1,0,0,0,0.2689
d_653_04,Creo que lo primero es dar trabajo a los españoles.,1,1,1,1,0.9526,1,0,1,1,0.7311
d_653_05,"Si es en el campo, pues en el campo (para ello, sueldo y condiciones dignas en este trabajo).",0,0,0,0,0.0474,0,0,0,0,0.0474
d_653_06,España no da para más.,0,0,1,0,0.2689,0,0,1,0,0.2689
d_653_07,"Si entran personas y se les concede papeles y privilegios rápidamente, van a ser millones los que van a querer venir y de nuevo se empobrece más la sociedad.",1,1,1,1,0.9526,1,1,0,1,0.7311
d_653_08,"Primero deberíamos tener una tasa de paro muy baja (ofrecer trabajo a los españoles y si lo rechazan, se les quita la paga y controlar la economía sumergida) y luego conceder permisos de trabajo a extranjeros para que vivan en España mientras tengan trabajo.",0,0,1,0,0.2689,0,0,0,0,0.0474
d_654_01,"Y los trabajadores levantándose a las 5 de la mañana, para dar la paguita a estos inmigrantes, vaya país de incautos y que voten a Podemos es significativo el votante de Podemos que no trabaja y vive suvbencinado,",1,1,1,1,0.9526,0,1,1,1,0.7311
d_655_01,"En cuanto a los de VOX y el campo, puede que me equivoque, pero habitualmente los votantes de VOX son ciudadanos trabajadores que están cansados de que se les cruja cada mes para pagar las pensiones de españoles que no trabajan, delincuentes y extranjeros que vienen a ver qué pillan (si no hay trabajo, pues ayudas).",1,1,1,1,0.9526,0,1,0,0,0.2689
d_655_02,La mayoría de sus votantes no necesita trabajar en el campo.,0,0,0,0,0.0474,0,0,0,0,0.0474
d_655_03,"Muchos votantes (no todos) de extrema izquierda que pide un ingreso para todos los que no cotizan, está de acuerdo porque se beneficia de ello.",0,0,0,0,0.0474,0,0,0,0,0.0474
d_655_04,Éstos sí pueden aceptar trabajo en el campo y no lo hacen porque prefieren cobrar sin trabajar.,0,0,0,0,0.0474,0,0,0,0,0.0474
d_655_05,Lo ideal es estar a favor de un ingreso mínimo vital para todos aquellos españoles que buscan de verdad trabajo y no lo encuentran.,0,0,0,0,0.0474,0,0,0,0,0.0474
d_655_06,La pena es que aquí en España muchos prefieren no trabajar y llevarse un dinero sin esfuerzo completándolo con alguna chapucilla o chanchullo.,0,0,0,0,0.0474,0,0,0,0,0.0474
d_656_01,"pabloIglesias & sanchezcastejon Repasemos: si legalizamos a 600.000 sin papeles, se puede estimar en, al menos. 400.000 votos.",1,0,0,0,0.2689,1,0,0,0,0.2689
d_656_02,"No está mal, ¿no?",0,0,0,0,0.0474,0,0,0,0,0.0474
d_656_03,"Los problemas que eso conlleve ""ya se resolverán"".",0,0,0,0,0.0474,0,0,0,0,0.0474
d_656_04,"""Nosotros"" salimos elegidos y lo demás, ""ya se verá""",0,0,0,0,0.0474,0,0,0,0,0.0474
d_656_05,Pobre de lo que va quedando de España.,0,0,0,0,0.0474,0,0,0,0,0.0474
d_657_01,Ni legal ni ilegal.,0,0,0,0,0.0474,0,0,0,0,0.0474
d_657_02,En España no sólo no ocurre eso sino que somos el país europeo que más inmigrantes ha recibido desde hace 25 años.,0,0,1,0,0.2689,0,0,0,0,0.0474
d_658_01,Deportaciones masivas ya!,1,1,1,1,0.9526,1,0,0,0,0.2689
d_659_01,"Si claro regularizarlos para la paguitaque paguemos el resto con nuestrosnimpuestos, NI TE JO...DE !!!",1,1,1,1,0.9526,0,1,1,1,0.7311
d_659_02,"y así que les voten, menudas sanguijuelas estos POTEMITAS, pagarlo vosotros con vuestros sueldazos que no os ganais !!!,",0,0,0,0,0.0474,0,0,0,0,0.0474
d_659_03,llevaros a los sin papeles a galapagar y que se pongan a trabajar en negro mientras cobran el paro !!!,1,1,1,1,0.9526,0,0,1,0,0.2689
d_659_04,"Ya lo hiciste Echenique con tu asistente, TRILEROS !!!",0,0,0,0,0.0474,0,0,0,0,0.0474
d_660_01,"claro, el siguiente paso es darles derecho de voto.",0,0,0,0,0.0474,0,0,0,0,0.0474
d_660_02,Esto es tan de populistas como Maduro y de Kirchner que si no fuese tan peligroso sería aburrido.,0,0,0,0,0.0474,0,0,0,0,0.0474
d_660_03,"En términos políticos, tener a esta gente en el poder es como tomar tomar arsénico para desayunar.",0,0,0,0,0.0474,0,0,0,0,0.0474
d_660_04,Que peligrosos y predecibles.,0,0,0,0,0.0474,0,0,0,0,0.0474
d_661_01,"Claro, ahora que caigo, se suceder esto, todos los crímenes pasarían a estar protagonizados por ""de nacionalidad española""... Qué listos",1,1,1,1,0.9526,1,1,1,1,0.9526
d_662_01,El ciclo de la irregularidad administrativa se cierra con el expediente de expulsión y posterior deportación.,0,0,1,0,0.2689,0,0,0,0,0.0474
d_662_02,No puedes premiar al que hace algo ilegal cuando por el procedimiento legal hay mucho inmigrantes legales que se tiran una pila de años para obtener la nacionalidad en un infierno de papeles y burocracia.,0,1,0,0,0.2689,0,1,0,0,0.2689
d_662_03,"Seguimos con el efecto llamada. Las cosas legales y por el procedimiento aprobado que no es el ""Que apostamos"" ni una gymkana en el que te dan un premio por saltar la valla o una travesia en barco.",0,0,1,0,0.2689,0,0,1,0,0.2689
d_663_01,lo más viejo del mundo es sumar 2+2 y en un país que lleva 30 años sin bajar de 3 millones de parados NO puede aceptar a nadie de fuera,1,1,1,1,0.9526,1,0,1,1,0.7311
d_664_01,"Es que no seran solamente 400.000 votos, ya que todos esos ""legalizados"" recurriran a sus ""derechos"" de Agrupacion Familiar y ...",1,1,1,1,0.9526,1,1,1,1,0.9526
d_665_01,La táctica del perdedor.,0,0,0,0,0.0474,0,0,0,0,0.0474
d_665_02,Echarle la culpa de los problemas propios al de fuera.,0,0,0,0,0.0474,0,0,0,0,0.0474
d_665_03,A mi me parece mas preocupante tener 600.000 políticos (más amiguetes colocados en diferentes cargos) que 600.000 inmigrantes.,0,0,0,0,0.0474,0,0,0,0,0.0474
d_665_04,Sigamos con la táctica (futbolistica) de que la culpa es del arbitro.,0,0,0,0,0.0474,0,0,0,0,0.0474
d_665_05,"Nunca consigue que el equipo gane, pero si consigue que la afición se olvide del propio fracaso y el culpable salva su cabeza.",0,0,0,0,0.0474,0,0,0,0,0.0474
d_666_01,"Como sigan en el gobierno Pedro Sanchez y Pablo Iglesias esto no se enderezará, y en este caso ...",0,0,0,0,0.0474,0,0,0,0,0.0474
d_666_02,¡¡¡ Auguramos un nuevo 36 !!!,0,0,0,0,0.0474,0,0,0,0,0.0474
d_667_01,Y todavía hay algún borrego que se piensa que va a pillar paguita de estos jajajajaj,1,1,1,1,0.9526,0,1,1,1,0.7311
d_668_01,Se da la residencia a extranjeros que aportan un beneficio a España.,1,1,1,1,0.9526,0,1,0,0,0.2689
d_668_02,Si compras una vivienda por 500.000€ o eres un buen deportista o tienes una peofesion especial.,0,0,0,0,0.0474,0,0,0,0,0.0474
d_668_03,Las labores del campo han recaido sobre las espaldas de migrantes y gracias a ellos los supermercados han estado abastecidos.,1,1,1,1,0.9526,0,1,0,0,0.2689
d_668_04,"Son pobres y desechables y los que aceptan a los ricos no aceptan a los miserables, salvo para trabajar en semiesclavitud.",1,1,1,1,0.9526,0,1,1,1,0.7311
d_668_05,UPodemos esta haciendo una propuesta muy razonable.,0,0,0,0,0.0474,0,0,0,0,0.0474
d_669_01,Compra de votos a costa de empobrecer el país.,1,0,0,0,0.2689,1,0,0,0,0.2689
d_669_02,Estrategia comunista que de llevarse adelante acaba con España. Canallas!!!,1,0,0,0,0.2689,1,0,0,0,0.2689
d_670_01,"Y lo dice un individuo que ha tenido a un sin papeles a su servicio en régimen de esclavitud, sin pagarle ni cotizar por el.",0,0,0,0,0.0474,0,0,0,0,0.0474
d_670_02,Cuánta sinvergonzonería.,0,0,0,0,0.0474,0,0,0,0,0.0474
d_670_03,Se creen inmunes y actúan impunemente.,0,0,0,0,0.0474,0,0,0,0,0.0474
d_670_04,"Pertenecientes al clan de los inmigracionistas, delincuentes asociados SA, sociedad abierta a las invasiones, tiranía y esclavitud.",1,1,1,1,0.9526,1,0,1,1,0.7311
d_670_05,"Integrantes del los cánceres del mundo, estaban tardando en fidelizar el cargamento de esclavos para que les voten a fin de perpetuarse en el poder pervirtiendo las democracias, Constituciones, libertad y derechos humanos.",1,1,1,1,0.9526,1,0,1,1,0.7311
d_670_06,"Son sicarios del mal que actúan bajo una falsa humanidad de la que odian a los mayores, parados, discapacitados y jóvenes autóctonos.",0,0,0,0,0.0474,0,0,0,0,0.0474
d_670_07,"Son un clamor de odio y racismo contra los autóctonos que consideran inferiores y dignos de ser invadidos, saqueados, sometidos, islamizados o, directamente, eliminados",1,1,1,1,0.9526,1,0,1,1,0.7311
d_671_01,Echenique usted está en estado de delirio psicótico....,0,0,0,0,0.0474,0,0,0,0,0.0474
d_671_02,"mejor vuélvase a Rosario, Argentina.",0,0,0,0,0.0474,0,0,0,0,0.0474
d_672_01,"Éso, así por las buenas, porque somos un país rico que nos sale el dinero por las orejas.",0,0,0,0,0.0474,0,0,0,0,0.0474
d_672_02,"Aquí has patinado bien, Echenique",0,0,0,0,0.0474,0,0,0,0,0.0474
d_673_01,Lo que habria que hacer es ofrecer trabajo en condiciones dignas y legales a los españoles ...,0,0,0,0,0.0474,0,0,0,0,0.0474
d_673_02,"y al español que se niegue a trabajar quitarle las ""ayudas"" que esté cobrando, el PER, etc",0,0,0,0,0.0474,0,0,0,0,0.0474
d_674_01,"Si y a eso, lo nuevo que si una inmigrante denuncia violencia de genero le dan la residencia cosa que ya esta en vigor.",1,1,1,1,0.9526,0,0,1,0,0.2689
d_674_02,"Al final denuncian al marido, les dan la residencia les dan un piso y ambos gratis en un piso juntos.",1,1,1,1,0.9526,1,1,0,1,0.7311
d_674_03,Si es que España somos los mas tontos del mundo,0,0,0,0,0.0474,0,0,0,0,0.0474
d_675_01,"Pues tiene razón, solo le ha faltado decir que los empresarios paguen a sus empleados sueldos dignos y todas las horas trabajadas cobradas en A.",0,0,0,0,0.0474,0,0,0,0,0.0474
d_675_02,Pero estos es España y nuestros empresarios prefieren sueldos de Sri Lanka y luego el resto en B.,0,0,0,0,0.0474,0,0,0,0,0.0474
d_675_03,"Defraudar lo que sea, pero eso sí, muy patriotas",0,0,0,0,0.0474,0,0,0,0,0.0474
d_676_01,¿Cuanto de esos caben Villa Galapagar?,0,0,0,0,0.0474,0,0,0,0,0.0474
d_677_01,"Con millones de parados, dispuestos a trabajar en lo que sea, estos miserables que nos gobiernan, encima, tienen la caradura, desfachatez, la falta de respeto de decir que los han traído y que han sido los que nos han salvado por trabajos que la gente no quiere, cuando hasta sindicatos hablaban de facilitar a los parados y temporeros corredores de seguridad para las campañas.",1,1,1,1,0.9526,1,1,1,1,0.9526
d_677_02,Incluso se opusieron y pusieron el grito en el cielo cuando una Ministra suya acusó acertadamente de que muchos propietarios agricultores estaban reclutando inmigrantes sin papeles en régimen de esclavitud.,1,1,1,1,0.9526,0,1,1,1,0.7311
d_677_03,"O sea, nos están llamando vagos.",0,0,0,0,0.0474,0,0,0,0,0.0474
d_677_04,Pero cómo se puede permitir a esta gentuza tales insultos y humillaciones.,0,0,0,0,0.0474,0,0,0,0,0.0474
