id,text,stereotype_a1
s_4235,Ya lo hicieron con el Sáhara (la Marcha Verde),1
s_4191,GOBIERNO DE TRAIDORES MALNACIDOS URL,0
s_3007,"1/ baja el paro
2/ vuelve a bajar
3/ J.O.D.E.T..E",0
s_2583,"Vaya, que mala suerte han tenido.
Cuando subía la luz con el PP era culpa del Gobierno...y ahora es de la crisis? y la gasolina?
Yo podria decir lo mismo  de los que le apoyan que son unos petardos que prefieren lo malo conocido que lo bueno por conocer!!!",0
s_2154,A esta ya no le puede crecer más la nariz por mentir.,0
s_3173,Traduzco: a ver cómo os echamos un cable ahora sin que se note mucho 🥳🥳,0
s_3273,"No sea usted demagogo. Se trata de combatir el tráfico ilegal de personas y la inmigración ilegal, la que las mafias manejan. Y no poder  denunciar no sólo eso, sino también perder la soberanía nacional de cada país.",1
s_2484,"Si, aunque Sánchez y Yolanda Díaz tienen un máster cum laudes.",0
s_3442,"Eres unamentirosa. El pacto mundial para la migración aprobado por la ONU en Marrakech, y que España apoya, no es vinculante. Lo han apoyado también países europeos como Alemania, Grecia y Bélgica",0
s_3769,Porque para empezar la mayoría no viene en edad escolar por lo cual ese argumento tuyo queda inútil. Y para terminar porque legalizar a cualquiera no es sostenible. NO HAY TRABAJO y menos para quienes tienen menos estudios. Veo ingenieros trabajando en McDonald tio,0
s_4212,"Ya sabemos que los políticos electos no van a poner interés en resolver el problema.
(El problema es la invasión de las islas)
Lo grotesco es que la propia población no defiende su territorio.
Merecen ser invadidos y sufrir las consecuencias.",1
s_1329,"Señor Mbaye, le quedan cd's de Camela???",0
s_2480,Almenos  tengo más IQ que los votantes de voxmierdas. Tampoco es tan difícil ya que ni eso tenéis. Jajajajajajaja,0
s_714,"Tú eres médico @user, hiciste el juramento hipocrático. Pero tu partido apuesta por hacer pagar la sanidad a inmigrantes ilegales, que en su mayoría están en situación de pobreza y no pueden costeársela. Explícanos como encajas esto en tu moral y vida profesional por favor",1
s_131,"No sabía que un « ilegal » (ha querido decir, para los que no saben, un ‘sin papeles’) no tenía los mismos derechos que cualquier ser humano.
Menos mal que estamos en el S. XXI, que sino ......",0
s_632,URL Datos,0
s_2123,Nos comentas los datos en enero de este trimestre y vemos como va tu senda luminosa…,0
s_3598,"Este es un boca chancla y podríamos reírnos si no fuera porque su discurso es muy peligroso y a pesar de ser radicalmente falso, puede llegar a calar",0
s_333,"Abogar por la igualdad y la libertades de todos los españoles es ultranacionalismo ?. Yo creía que eso era unos de los ideales de la revolución francesa que fue un na revolución liberal, fraternidad, igualdad y libertad ;)",0
s_2747,"Venga hombreee!!! Que Rajoy cogió un país totalmente quebrado,y lo saco adelante con esta reforma y otras medidas, pero aún dando como bueno tú argumento, si como dices tú, ahora está funcionando ¿Porque derogarla?? 😂😂 o está reforma funciona en función de quién gobierna??",0
s_3165,"Lee por qué son 3000 imputados.Sindicalistas empresarios afines militantes y cargos a todos los niveles del psoe, seguro que ni te sonaban las cifras, por qué los medios de derechas  y el opus las tapan.. por cierto Maria Jesús montero formó parte de ellos
URL",0
s_2530,"pues si, tienes razón,A ESTE GOBIERNO PROGRESISTA le está pillando desgraciadamente todo, TODO Y SIN EMBARGO LUCHAN POR DAR SOLUCIONES.
¡¡QUE MALA SUERTE HAN TENIDO! ADEMÁS DE COVID19, CRISIS ECONÓMICA, VOLCAN,CRISIS ENERGÉTICA Y... PETARDOS Q SE CREEN Q PP O VOX LO HARÍAN MEJOR",0
s_2446,"España iba mejor con la República, que con la dictadura de Franco. Almenos , teníamos muchos más derechos.",0
s_2820,"A nadie le dolería una recuperación, lo único que duele es la mentira y la manipulación vil de la información que se sirve totalmente descontextualizada y carente de un análisis real para que la masa aborregada siga en la inopia convencida de la buena gestión (inexistente)",0
s_725,"La próxima vez, le podría preguntar usted si eso se puede aplicar a todas las personas o solo a los ""españoles de bien"" URL",0
s_495,"🤣🤣🤣 Flipa. Y también se pagan banderitas homosexuales en los buses, ayudas millonarias a inmigrantes ilegales, subvenciones a asociaciones de Gays y Lesbianas que viven del cuento... De hecho, lo que menos se paga es lo que menos se paga.",1
s_4271,"No viene turismo y no se puede ya vivir. Una barbaridad . Han robado en una iglesia. Tienen dinero, móviles y encima están viviendo en hoteles de lujo y no trabajan.

Los canarios  piden auxilio porque los demás medios de comunicación no estan hablando de ello.
Sigue 👇👇",0
s_1201,Esta gentuza me vuelve racista,1
s_1034,Deberían echarlo del pais,1
s_2281,"Crear empleo, es fomentar planes de empleo municipales a costa de sangrar a autónomos y empresas? Yo no estaría tan orgullosa de tener un país con un fracaso escolar brutal y dar trabajo a los parad@s del pueblo a costa de nada.",0
s_1015,Mira Negro vete a la mierda a tu país a matar gente q racista los reyes racista eres tú q quieren acabar con los blancos...Pero bien q cobras euros hipócrita de mierda,1
s_2149,Eres tú quien dice que la iglesia no es privada por cobrar ciertas cosas XD,0
s_57,"Apuntado. Ahora intento hacer el coctel de ""no hay pensiones; sanidad pública para tutti il mondo"" y ni un pensionista en la calle.",0
s_3831,El sospechoso de ser el asesino en serie de homosexuales de Bilbao es un colombiano de 25 años con antecedentes por estafa URL,0
s_3508,"Europeos, Yankees, etc, se han dedicado a expoliar África y dejar al pueblo en la miseria, guerras, etc, ahora se quejan de los inmigrantes africanos, pues a joderse toca chato, q tu también saldrías con el rabo entre las patas si hubiera una guerra en el país",1
s_1712,"DETIENEN A TRES MARROQUIES POR DOS VIOLACIONES.

DOS «MENAS» MARROQUIES en Canet de Mar (Barcelona) acusados de violar a una joven y grabarlo

El tercero también MARROQUÍ fue detenido por intento de agresión sexual a otra menor en MASNOU.

URL",1
s_3050,"""El número de trabajadores por cuenta propia baja en 49.600 este trimestre"" - INE

50.000 autónomos menos, y ¿estamos celebrando algo?

Pan para hoy, hambre para mañana. Nunca remontaremos si no se defiende al autónomo como lo hacen Alemania, Reino Unido o Francia",0
s_2883,"La destruye? Bien que pide la gente más médicos, enfermeras, profesores, etc... Argumentando bienestar social !!!
Te recuerdo que son funcionarios.",0
s_4052,"5.32 INMIGRACION
""Mas delincuencia entre bandas latinas.""
-------------------
Los primeros policías que llegaron al lugar hallaron a la víctima en el suelo con una fractura de cráneo y los implicados en la reyerta huyeron URL",1
s_1889,"Creer que los 47 millones de Españoles están buscando empleo, que fan😂",0
s_3696,"Añadiendo que los delitos no se cometen únicamente por residentes en Navarra.

Si no por españoles y extranjeros residentes en otras CCAA o Estados.",0
s_3813,"O no quieres ver la realidad o no entiendes los datos. La gráfica muestra que el 10% de la población comete el 23% de los delitos, es decir los extranjeros delinquen más. Es que lo dice la misma noticia que enlazas, no sabes leer? Y si miras los delitos sexuales ya ni te cuento URL",1
s_1622,Tu en un país democrático de verdad estarías deportado,1
s_4076,"34.2 NO ES LO MISM0
""Las SA en accion.
No es lo mismo""
--
Hoy, en V. del Panadés, han agredido a 2 voluntarios mientras montaban una mesa informativa de VOX.
Quieren que desaparezcamos porq somos una amenaza para ellos.Lo tienen difícil.
(@user) URL",0
s_401,"¿Por qué demonios tenemos que pagar los españoles ayudas sociales, sanidad y educación a inmigrantes ilegales? URL",1
s_2173,"Jajaja me ha bloqueado,  el mermado.😂😂😂😂😂🔝🔝🔝🔝🔝",0
s_989,"¿Racista porque uno de los Reyes es negro?
¿Pero eso no es inclusividad? Que se aclaren, por favor, porque va a parecer que utilizan la raza como arma arrojadiza de conveniencia.",0
s_3086,No puedes obligar a las empresas/economia a hacer lo que tu quieres. Yo la unica empresa que conozco les va a sacar del ERTE ahora y como por ley no les dejan cambiar el contrato a menos horas. Van a mantenerles 1 mes y despedirles. España es el peor pais en hacer las cosas.,0
s_1586,Yo no voy a defender a los podemitas ni mucho menos...pero no ha dicho eso...básicamente quiere que baltasar sea un negro y no un blanco pintado,0
s_2388,Una buena noticia es que cada día que pasa es un día menos que queda por aguantaros... #PoliticosInutiles #PodemosParásitos URL,0
s_109,"Les estan haciéndo la campaña gratuita a @user .
España NO es xenófoba, pero tampoco los españoles són imbeciles y nos obligarán a defender lo que los trabajadores-pensionistas nos hemos ganado PAGANDO tantos años con nuestros impuestos
HUMANIDAD: TODA
CONTROL : TAMBIEN",0
s_1506,Urgente pone,0
s_1769,"Enhorabuena, URL",0
s_2317,Nos os habéis visto en otra desde luego. Cuando se os acabe el chollo a ver donde os colocáis con vuestro curriculum de estudios y experiencia profesional. queda menos para perderos de vista.Disfrute del piso de 437 m2 que la pagamos todos los españoles Sra.,0
s_1081,"Este es idiota porque es ne.gro o es neg,gro xq nació idiota?",1
s_2050,"Lo que pretendo es que la Yoli siga cómo hasta ahora y no modifique ninguna ley porque si deroga la ley laboral y aplica la suya España se va a ir a la mierda
Lee los datos en detalle y verás que en el sector privado hay 400.000 empleos menos que en el 2019 y sube 300K el público",0
s_1018,"Patera de vuelta y a otra cosa, mariposa",1
s_4007,"2.7 EFICACIA.

"" ¿Como es posible?  ¿Cuantas PCR han hecho a Pedro Sanchez y su familia, a la Familia Iglesias, a Carmen Calvo, etc,etc, etc?
No dejaremos a nadie atrás.
Farsantes!!! ""
--------------------------

Esto es una vergüenza URL",0
s_1153,"Qué sabe este cantamañanas oportunista de países democráticos??
Los contribuyentes dándole de comer a los zánganos 😒",1
s_4249,Paca que los omeya estuvieron en tu tierra 800 años procura no decir palabras que comienzan por al no vaya que te salga sarpullido reacciónario,0
s_1718,Dónde están las feminazis ahora? Dónde....,0
s_467,"Usted vive en una realidad paralela si se hace ese tipo de preguntas, ¿sabe cuanto paga un inmigrante ilegal a las mafias para llegar a España?",1
s_629,A decir verdad dudo que sepas lo que dices y que propone según que partido entiendo que hablas de vox y para ello habla de inmigración ilegal existe la legal pero eso ya te lo explico en otro momento,0
s_1927,"Los erte ya existían antes de la pandemia, ¿me estas diciendo que los gobiernos anteriores también maquillaban los datos? Me pincho y no sangro 😏",0
s_2119,"Creo que tu inteligencia esta muy mermada.
Tu cultura también escasa.",0
s_475,"No, a mucha gente no le entra en la cabecita, y me entristecen que tantos sean amigos míos uriguayos",0
s_2409,"🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 a la compra de votos le llaman pagar trabajadores y el PSOE por supuesto no se llevó nada. Lee sobre el caso Filesa, 1997, el PSOE fue condenado por financiación ilegal de la campaña electoral del 89. URL",0
s_2076,"Dentro de que puede o no, existir una crisis global, hay paises que la gestionan mejor y otros peor ¿no? Y casualmente siempre que esta el psoe en el gobierno, lo gestiona peor que el resto ¿o lo vamos a obviar?",0
s_535,".)) SERIAIS CREIBLES,si la igualdad fuera REDUCIENDO:
*Hasta cero,d inmigrantes ilegales.
*A inmigrantes q DELINQUEN.
*El 85% d ONGs inútiles.
*El n°d Políticos y Funcionarios al 50%.
*El parque d autos Oficiales al 75%.
*L DEUDA PUBLICA.
*Ls IMPUESTOS.
CONSTRUYENDO VIV SOCIAL.",1
s_1526,Pero nadie le ha dicho que los Reyes son los padres?,0
s_4264,Canarias ya está ocupada por marroquíes y mauritanos. En Fuerteventura y Lanzarote el número de marroquíes ya es mayor q el de la  población autóctona. Es una estrategia marroquí q empieza a darle resultados: la toma 'pacífica' de territorios mediante su ocupación por las bravas.,1
s_18,"Ayer estuve en hacienda tributando, todos españoles, por la tarde fui al centro de salud, españoles, la mitad.",1
s_3130,"Tras conocerse que Carmen Franco podría no ser hija del dictador, una jueza de Oviedo deniega a @user el acceso a su partida de nacimiento 💥 #LasCintasDeFranco URL",0
s_54,"Y, los españoles pagando toda la vida los impuestos y seguimos pagando el copago. URL",1
s_1115,"El buenísimo acabará con Europa y el primero en caer y ser un estado islámico será España pues jamás nos defenderemos por miedo a que nos llamen racistas., Mujeres españoles empiecen a comprar burkas q eso es lo que la izmierda os está preparando.",1
s_299,"Y no te cansaste de los delincuentes, fascistas, corruptos y el Indecente de Rajoy, nos han dejado un país en quiebra.",0
s_1716,"son ciertas estás imágenes y corresponden a la agresión y violación de un menor marroquí en Canet de Mar?, Gracias URL",0
s_3090,"(Por cierto la palabra que debías usar aqui es SOBREestimado, solo te lo digo por si un día quieres que la gente entienda las paridas que escribes, y parecer menos monger 😜)",0
s_2163,"Cuando ya prácticamente tenía la fe y la esperanza perdida tras años de lucha y trabajo,apareció usted y por primera vez en mi vida he visto como se puede hacer política y defender a la clase obrera,gracias por su lucha y por dar un futuro mejor para la gente trabajadora,gracias",0
s_868,"Puedes comparar empresas de salud, a ver cuál te gusta o se adapta mejor a tí. La competencia entre ellas baja precios, aumenta rendimientos, es más productiva y mejor para el usuario, que si no le gusta una, se va a la otra.",0
s_3163,"Las mismas que el PSOE, es aquella Junta de Andalucía corrupta que robó 700.000.000 de euros estuvieron María Jesús Montero y Carmen Calvo. Asumiendo responsabilidades.",0
s_3703,"¿Sabes que en España hay una residencia para mujeres víctimas de violencia de género? En este artículo web te explicamos los requisitos y el procedimiento para solicitarla:
👉 URL

#tolentinoabogados #extranjeria #inmigracion #españa URL",0
s_1024,Tu lo q deseas es q se hable de ti. Ya está. Has tenido un minuto.,0
s_1045,Que se vaya a la mierda .. así de claro,0
s_3644,Aquí tienes un voto @user y con ganas de que termine este circo como tenemos en este país.,0
s_313,Mi mamá con 89 alis queda Excluida de sanidad universal por ser inmigrante regular! La ley y beneficios son para los ilegales,1
s_2724,Los mundos mejores no los construye una sola persona. El desempleo ha bajado por el esfuerzo de TODO el gobierno y también de los españoles.,0
s_290,Jijij totalmente de acuerdo,0
s_1983,"La ministra te ha colado 240.000 funcionarios más desde el comienzo de la pandemia. Sabes quien vas a pagar eso? y porqué con tus impuestos
600.000 trabajadores en ERTE Y autónomos sin poder trabajar, no contabilizados en las cifras del paro.
Escondiendo parados como pueden",0
s_3714,"Eres una racista de mierda. Se puede argumentar que un reconocimiento médico no es una agresión sin tener que recalcar que el examinado es irregular o regular, porque para irregular tu conexión neuronal.",0
s_2133,"Yo ya no soy autónoma,  soy asalariada, gracias a Inspección  de Trabajo. URL",0
s_1559,Pues queyse vaya a tomar xc a Senegal.,1
s_2356,Y con la satánica reforma laboral del PP... Cuando ma deroguen nos salimos,0
s_577,Y ademas de eso luego se vuelven a su pais.,0
s_685,"Ciando alguien huye de una guerra, del hambre o de un desierto en el q no hay vida, tiene todos mis respetos. Yo haría lo mismo x salvar la vida de mis hijos y la mía propia. ¿Tú no? Te suicidarías antes de emigrar? Matarías a tus hijos para q no pasaran hambre?",1
s_2732,"Contratando más funcionarios cuyos sueldos pagamos a través de aumentar impuestos. Muy buen idea para reducir el paro. Claro, el problema que es insostenible y nos meterán en el hoyo",0
s_1283,Que me coma el nardo el mamarracho este.,0
s_1362,"a ver tú, gilipollas, no sabes que hay un rey negro?? Racista tú y tú Puta madre. Antes de querer acabar con nuestras tradiciones vuelve a tu país a acabar con las tuyas y de paso con el subdesarrollo mental y económico.
Au.",1
s_2002,"Veo a los españoles dándole las gracias a una política que aceptó subirse el sueldo en plena pandemia,como todos los demás claro,y que celebra seguir manteniendo la peor tasa de paro de Europa

Miradlo objetivamente. Celebramos la mediocridad y aplaudimos por ello. Poco nos pasa",0
s_3662,"Si en vez de concertinas pusiéramos una valla electrificada no pasaba ni uno. Y las risas que sería el espectáculo, no hay que olvidar.",1
s_4097,"5.65 INMIGRACION
""Suma y sigue.¿Quien va a poner freno a semejante desatino?
Un extranjero q  delinque:
*Como sera ilegal, no deberia haber entrado.
*juicio y expulsion
---
Detenido joven de nacionalidad marroquí por violar a una chica española en Badalona URL",1
s_171,Los pensionistas seguro,0
s_1911,"Los 20 millones son por cuenta ajena (asalariados)

Olvidas los autonomos ±4 millones

Has de restar a 0-16 años, jubilados y Ninis. Esto es... Unos 17 millones",0
s_2659,"El paro baja, porque la peña se larga exacto,jajaja ésta tía debe ser gilipollas.",0
s_1550,Pero si el es Baltasar.,0
s_769,"Tú pagas por salud privada, la pública es gratis para todos incluso para el que paga como tú",0
s_3387,Mejor trabaja y haz algo por tu país. Eres un jeta que nunca ha dado un palo al agua,0
s_3782,Acuestate porque estas enfermo tio 😂😂😂,0
s_1084,Lo q diga Makelele nos la SUDA!!!!,0
s_288,"La irresponsabilidad de algunos partidos les ha llevado hoy a decir no a la reconstrucción del Estado de Bienestar, no a casi 5.000 millones más para CCAA y Seguridad Social.
Ellos tendrán que explicarlo.
El Gobierno seguirá trabajando. URL",0
s_489,"Nada, tú tranquilo, desde Sevilla otro currito cansado de pagar a los inmigrantes ilegales la sanidad y las ayuditas . Viva España ostia.",1
s_3039,"Otro tweet lleno de datos y argumentos 🤣🤣🤣🤣🤣 insulta quien puede no quien quiere y tú jamás me podrás insultar.
 Tus repuestas denotan que eres un personajillo fracasado, lleno de odio y envidia que no sabe en que mundo vive y que solo sabe utilizar el recurso del insulto.",0
s_1006,"Estos de Podemos ven racismo dónde sólo hay magia, ilusión... Ya basta!!! Pido a los Reyes Magos que se lleven a Podemos y compañía...",0
s_3316,Ese pacto migratorio es un atentado para la seguridad nacional!!! Sanchez es un pesimo presidente,0
s_2653,"Por cierto...Lo de llamar mínimo ""histórico"" desde que se pusieron en marcha en la pandemia (el año pasado) es de pvto chiste ya!! 🤣",0
s_3195,Cuando hablas de la concepción te refieres al oro de Moscú que robaron los socialistas al pueblo Español?,0
s_2780,No mientas Yoli que las mentiras tienen las patas muy cortas y pronto solo los funcionarios y los podemitas y comunistas que enchufais en ministerios no van a ser suficientes para mantenerte en el poder,0
s_2809,Enterate bien de donde viene la inflación y después habla.,0
s_3291,"Pedro Sánchez y otro montón de progres han firmado en Marrakech cargarse nuestra soberanía, nuestras fronteras y nuestra prosperidad. Y amordazar a los ciudadanos occidentales y medios de comunicación que critiquen la inmigración ilegal que  ellos han convertido en derecho humano URL",0
s_3172,ilegal????🤣🤣🤣🤣 qué dolor tenéis que salió por las urnas menos mal,0
s_3584,"Vete a la mierda!!!
Uy, que agustito me he quedado",0
s_3591,"Ya estáis otra vez inventando problemas que no existen para asustar a la gente y captar votos, el documento que se ha firmado ni tan siquiera es vinculante",0
s_3319,Que vergüenza de presidente OKUPA @user no nos representa!!!,0
s_1645,"El negro ese es gilipollas, solo sigue los dictámenes de sus amos comunistas.",0
s_4188,Q pensaran los votantes de Nueva Canaria q apoyaron la investidura de Pedro Sánchez y los de coalición Canaria q se querían abstener?,0
s_756,"¿Y si ese joven sin papeles que le queda toda la vida fuese tu hijo lo dejarías sin respirador?
No se trata de eso. Se trata de que si dos personas se debaten entre la vida y la muerte el derecho a vivir es para los dos. A nadie tienen que darle un ticket para morir primero",0
s_1304,"En mi pueblo modificaron el recorrido de una virgen porque les molestaba cuando pasaba la procesión frente a sus negocios que acaparan una calle
Tiempo al tiempo
Al final tendremos tres reyes blancos
Perdón, tendremos tres reinas trans blancas URL",0
s_809,"Sanidad pública por supuesto, pero no estoy dispuesto a pagar la sanidad a vagos que no quieren trabajar ni a inmigrantes ilegales, lo sé con conocimiento de causa lo que pasa en los hospitales públicos, QUIROFANOS, material fungible regalado, etc... DEMAGOGIA ""0""",1
s_2982,…. Empleo creado justamente desde la implantación de la reforma laboral que algunos y algunas quieren derogar…,0
s_615,"Vete a cualquier pais a ver que tal la inmigración ilegal, que aparte de expulsarla, no podrias acceder a un médico, a alquilar nada, no tendrias servicio alguno. Porque es Ilegal. Quédate con la palabra clave. No se refiere al término ""valor"" humanitariamente.",0
s_4200,A muy poco de que allí termine gobernando un partido musulman,1
s_2953,Por qué os jode que haya datos positivos??? Tanto deseáis que España vaya mal?,0
s_257,Solo de pensarlo me dan ganas de irme a Groenlandia a vivir para no pagarles nada a estos mugrosos.,1
s_2428,No distingue entre costes laborales y salarios y llama lerdos a los demás URL,0
s_770,"Los inmigrantes que llegan aquí de manera ilegal,normalmente piden asilo y se debe estudiar este expediente y si pertoca,  tendrán que ser expulsados o no.., pero mientras tanto,  por una cuestión de humanidad, se les tiene que atender como al resto,",1
s_3583,A ver si tenéis que huir del país y os reciben igual.,0
s_559,Un poco xenófobo sí que eres no? NAZI  de mierda,0
s_3542,"Para Sánchez,  eso que dice un libro que llamamos constitución: todos los ciudadanos tenemos los mismos derechos, tendrá que modificar y poner. Los ciudadanos Españoles tendrán los mismos derechos, después de los extranjeros. TRAIDOR MAYÚSCULO ANTICONSTITUCIONAL.",0
s_204,¿Y todavia te lo preguntas?Ya te llegara la parte de la factura,0
s_2816,Te digo que la ministra miente porque da datos de la EPA. Doy yo datos distintos que me saco de la chorra para hacerme el guay y cuando me preguntan cual es mi fuente digo que la EPA. ¿Todo bien por casa?,0
s_261,Y con gusto!!,0
s_1273,Pobre... no eres más tonto porque no entrenas,0
s_3882,"Un no parar de #MentirasPobreza...
- Las refugiadas no son de fiar
- Las personas negras son sucias
- Por culpa de las personas extranjeras a las españolas nos cuesta más la sanidad
- Eres extranjera, vienes a por ayudas económicas
- Los rumanos robáis y matáis",0
s_2623,"Pero, sí que el despido es más barato, y más fácil, Y la contratación es mucho más flexible. No sé si lo sabías. O tú crees que por qué la patronal no quiere derogarla, ah no que solo piensan en  la eficiencia.",0
s_1570,El Baltasar mantero,0
s_689,"Los que decis esto sois los mismos que le dais sanidad gratuita a los inmigrantes ilegales, no?",1
s_2758,"Cierto.
Menudos canallas.",0
s_1912,"Mentirosa, vaga, hablas de lo que no sabes, de lo que si sabes es vivir del pesebre.",0
s_2736,"¿Justa para quién? Mientras las pymes tuvimos que asumir los costes de mantener el negocio en una época con 0 ingresos, y obligados a hacer ERTE, con los costes que ello supone, mientras otros cobraban desde el sofá de casa… sinceramente, no sé qué idea de justicia tiene usted.",0
s_3978,VOX como siempre 🤣Estos datos han sido extraídos del informe 'Agresores Sexuales con Víctima Desconocida' publicado por el Instituto de Ciencia Forense y Seguridad. Gracias a los inmigrantes buenos y que vivimos en españa aportamos el 10% de los Ingresos si nos vamos pierden 15%,0
s_413,La sanidad andaluza es de pena.Te puedes pasar todo un día sentado en urgencia para q te atiendan. Estoy con Santi URL,0
s_1657,"Quiere un árbol en propiedad, está claro.",0
s_571,"Me da la cosa que sí.
No les pagamos la sanidad a inmigrantes ilegales? Pues imagínate a un británico.
Ahora si un Español va para allá tiene que pagar.",1
s_2426,"Que no te quepa duda que los ERTES lo cobran los trabajadores y empresarios, que más de un empresario que conozco, tienen parada su actividad para beneficiarse de los ERTES, y, que casualidad que todos son del PP. Explícamelo!",0
s_3667,"pero no hablas de la ley de pesca , en la cual la flota de pesca española faenará ennlos calaferos marroquis. Claro con tu pistolita guardada, y tu berborrea de macarra tienes suficiente .",0
s_2973,"No, no, el miedo es vuestro por si el pueblo se da cuenta de que hay políticas mucho más efectivas que las del capitalismo de amiguetes que vosotros practicáis. No hay que ser tan mentirosillo, te vas a ir al infierno. 😈",0
s_3314,"Brasil acaba de rechazar este ""Pacto Migratorio Progre"" al igual que Chile",0
s_2535,Poca salida tiene el pobre diablo.,0
s_2554,"Con su pobre y maltrecha retórica, sus datos amañados y sus lemas populistas adolescentes...usted definitivamente nos toma a los españoles por imbéciles.",0
s_3275,"La misión debe ser eliminar la causa que origina la migración. El problema migratorio debe resolverse en el país que lo origina, la migración siempre es debida a malas políticas y al desamparo gubernamental.
""Cuando un pueblo emigra, los gobernantes sobran""- José Martí",0
s_3294,De lo más triste... a ver si ahora nos dejan migrar a la Moncloa con @user,0
s_3445,Occidente está apunto de acabarse si no nos ponemos las pilas,1
s_1531,"El puntual es un panfleto y ese titular falso, lo que dice Mbaye es que pintarse la cara de negro es blackface y es racista. Personalmente NO estoy de acuerdo con Mbaye, me parece mejor poner un Baltasar negro de verdad pero caracterizarse de negro no me parece racismo",0
s_2601,"Un montón,mira los me gusta que tiene,,imagínatelo,",0
s_1740,"Todo ello, con el objetivo de ""desacreditar"" a los menores y de ""despertar o aumentar entre la población, los prejuicios y estereotipos contra este colectivo especialmente vulnerable"".",1
s_2285,Que politicas positivas?,0
s_3675,"Si lo firma un gobierno, sin autorización dl parlamento, no tiene mayor validez, cuando llegue otro se sale o no lo cumple.
No me fio d nadie, nadie y visto lo visto Sánchez tiene cero credibilidad, no está nada preparado para ocupar el puesto d Pte.
No quiero q invadan mi país URL",0
s_550,"De verdad, que todavía hay gente que no se da cuenta que lo del open arms, es un negocio?? Si los llevan a Túnez o los regresan a Libia, que es  lo más cercano, no cobran, para cobrar hay que desembarcar en Europa!! Negocio de mafias, nada más",1
s_1051,Este menda es gilipoll@s. Habrá que recordarle que había un Rey Mago NEGRO. De todas formas si no le gustan las tradiciones españolas se puede volver a su pueblo. GRACIAS 🤩,1
s_3287,¿No sería más inteligente llevar nuestro modelo económico a esos países y así no tendrían que inmigrará?,0
s_4094,"5.62 INMIGRACION
""19 antecedentes y en la calle.El otro ya habia violado a otra menor y el juez los deja libres.
Y si ¿fueran sus hijas?
--
Detenidos dos marroquíes por la violación a la menor del zulo de Valladolid, uno de ellos acumula 19 antecedentes. URL",1
s_1140,Pero si este tío ve tanto racismo por qué no se vuelve a su país del qué entró ilegalmente?,1
s_1440,"Cupo en la republica, no paro ni por la guerra civil y viene un ""extracomunitario"" podemita a decir que no se haga
Luego les extrañara sacar malos resultados URL",0
s_3087,"¿De dónde has salido?
¡Vives en la, o de la matrix pública!
Menudo artista debes ser.
¡Operación rebujito!",0
s_2868,"si, no fuera por vosotros, seguramente habria mas... pero bueno eso para otro dia.",0
s_295,Jajajaja el dinero de las comunidades lo generan ellas y en algunos casos solidariamente se va y no vuelve bocas. 2. Sin inmigrantes no sé quién va a pagar tú pensión o la de tus hijos . 3 ETA ya no existe....vuelve!!! Que te has quedado estancado!,1
s_2115,"Sin empresas y empresarios mermados mentales como tú ibais a comer piedras de la carretera, paleta",0
s_3041,"Lo q tiene ser ignorante de 💩💩¡ La simpleza del argumento de coleta les cala, no se cuestionan, sólo necesitaron tomar una foto de Yolanda, ponerle unos rayos saliendole del culo unos pedos atómicos el ejercito de bots propagando el spam y ya es Juana de Arco del siglo XXI 🙅‍♀️",0
s_3818,"De hecho, no. La nacionalidad no importa, sea extranjero o no.",0
s_4051,"5.31 INMIGRACION
""De acuerdo Sr. Albiol""
---------------

 Un MENA de Mataró q intentó robar una moto en Badalona fue detenido.Ojalá algún día se entienda q por muy menores de edad que sean,si vienen a España a delinquir deben ser expulsados.
(@user)
 URL",1
s_3544,"Los derechos humanos los firmaron en 1948..
No hay más que decir .
El acuerdo de Marrakech no es vinculante y deja margen para que cada país haga y deshaga sus propias políticas.",0
s_1534,"Exacto cada uno es libre de pensar lo que quiera como el Sr. Serigne Mbaye, que para eso estamos en un pais libre, no hay necesidad de decir que ""Se vayan los que no respetan las costumbres españolas"". Por cierto, a mi si me gustan los Reyes Magos pero respeto a los que no.",0
s_4170,"Lo de la población de Lanzarote y Fuerteventura no es cierto, tampoco hay que lanzar bulos así alegremente",0
s_2703,"Pero entonces... si estáis sacando pecho de los datos de paro con la reforma laboral de Rajoy totalmente en vigor, ¿Porque la queréis derogar?Los podemitas d verdad que sois de chiste...
Al mismo tiempo q la criticais, presumis de los buenos resultados q os da su aplicación 😂😂",0
s_3435,"Los más de 150 países que han firmado son todos unos rojeras?
No es vinculante y no atenta contra la soberanía de nadie.
Sigue mintiendo y fomentando el odio que es lo único que te funciona.
Derechos y obligaciones, leer un poco antes de repetir...
URL URL",0
s_2931,En España hay un déficit claro de funcionarios en contra de las recomendaciones de la UE lo cual se suple habitualmente con interinidad. El tener el número adecuado de funcionarios garantiza que los servicios sean adecuados y el funcionamiento óptimo.,0
s_2881,"Yolanda baja al barro constantemente, pero siempre sale divina... Buen dia",0
s_1751,"La mala es que la precariedad y la explotación sigue. Por favor, más inspecciones.",0
