id,text,label_pred1,label_pred2,label_pred3,gold_label_pred
d_2432_03,te habrían enseñado que los monosílabos no suelen llevar tilde.,0,0,0,0
d_1885_02,"lo hemos visto durante los meses más duros de la pandemia, han seguido entrando en pateras sin que la salud pública del país, haya podido superponerse a una supuestas razones humanitarias de los marroquíes y subsaharianos.",1,1,1,1
d_2120_02,es por eso por lo que nunca recuperaremos gibraltar.,0,0,1,0
d_450_01,¿si? de momento de todos los que iban en la patera seguramente es el que mejor cama y comida ha tenido hasta el,1,1,1,1
d_2055_01,los ilegales deben de ser devueltos o acordar su reparto con europa.,1,1,1,1
d_1768_01,el mismo caso.,0,0,0,0
d_427_01,de escuela femenina.,0,0,0,0
d_2141_02,la gente se ha liberado de vuestros trucos baratos.,0,0,0,0
d_1287_01,si pudiera votarte positivo 30 veces...,0,0,0,0
d_1769_01,la peor nacionalidad del mundo...los marroquíes....,1,1,1,1
d_1574_01,"ridículo,yo llego a españa a gastar dinero y me recibe un policia con cara de pocos amigos.",0,0,0,0
d_680_02,el que te pagan por escribir aquí.,0,0,0,0
d_2036_01,"el articulo lo deja claro, la actuacion de los gobiernos, comunitario y nacional, en el caso del acomodo y atencion a los jovenes marroquies, es deplorable.......de ahi los brotes",1,1,1,1
d_1677_02,"no obstante... igual hay algo más que el simple deseo de consolar, o sea, tal vez sea casualidad, pero resulta que quien recibe sus mimos no es un niño, ni una mujer, ni un hombre poco agraciado físicamente...",0,0,0,0
d_125_03,curas del país vasco pedían tomar las armas para defender al pueblo vasco,0,0,0,0
d_1082_01,¿ con piedras ?,0,0,0,0
d_161_02,no es del podrido precisamente.,0,0,0,0
d_853_06,"su hija dice que no quiere llevar pañuelo, ella lo respeta y le dice que e no se preocupe que en marruecos nones obligado pero no la veo con muchas ganas de vivir en marruecos la verdad por muy bonito que lo pinté mami.",0,0,0,0
d_154_01,basta ya de este pacto global por el que tenemos que respetar vuestras paranoias imaginarias!,0,0,0,0
d_1097_01,"rajoy con su mayoria superabsoluta pudo derogar la ley del menor, la de inmigracion, la electoral, pero se dedico a dar pasta s las cajas de ahorros para que pudieran devolver el dinero depositado de sus clentes",0,0,0,0
d_485_01,dicen que ya le han buscado un puesto en una carnicería de almería,0,0,0,0
d_1456_02,"primero, es según el juez, luego que haya sentencia firme y finalmente...que llegue a cumplirse.",0,0,0,0
d_1984_01,"pero lo de que vengan, trabajen y los exploten no parece que lo veas como inconveniente.",1,1,1,1
d_2492_01,"como bien dicen los foreros, los inmigracionistas, delincuentes asociados sa, se burlan, no nos respetan porque saben que detrás están grandes sumas de dinero y un negocio que cada vez va a más.",0,0,0,0
d_614_02,y me refiero únicamente a aquellos que reciben su sueldo en negro y no pagan ningún tipo de impuestos.,1,1,1,1
d_395_01,+1!,0,0,0,0
d_1796_01,habrán venido a ayudar ???,0,1,0,0
d_1340_12,hasta conozco a alguien que vio cómo se montaban carreras ilegales de motos debajo de su casa.,0,1,0,0
d_964_02,efectivamente el tema es mucho más interesante y deberíamos tener datos.,0,0,0,0
d_240_08,sigue disfrutando de tu tremenda ignorancia jodido paleto,0,0,0,0
d_2215_02,nos interesa más que nos hables de cómo saquean y destrozan comercios y la cruz roja va por detrás pagando esos detrozos para que los dueños no denuncien.,1,0,1,1
d_1325_02,no será delito penal porque son ellos los que legislan sobre esto.,0,0,0,0
d_896_02,"es potente y poderosa, pero solo para posicionarse en el poder y enriquecerse, y no realmente eficaz contra lo que dice luchar.",0,0,0,0
d_0_01,la solución es desarrollar el pensamiento crítico y escéptico.,0,0,0,0
d_1067_01,"anoche mientras dormía / soñé, bendita ilusión,  / que el censor no me borraba / opinión tras opinión",0,0,0,0
d_1463_01,"los inmigracionistas, delincuentes asociados sa, que gozan de prestigio en el entorno de políticos, medios, empresarios, islamistas, traficantes, etc. están muy dolidos por no haber cumplido con el sueño que se les brindaba de llenarnos de invasores ayudando y colaborando con una potencia o país extranjero, abiertamente hostil, a nuestra invasión, sustitución, saqueo, sometimiento e islamización por la que cobran y ya han recibido, por los menos de nuestro gobierno, un adelanto.",1,1,1,1
d_1539_01,mejor ser un parásito buenista que ser lo que seáis los engendros de vox,0,0,0,0
d_678_02,"medida inteligente y con doble intencionalidad: si se los legaliza pasarían a tener un nombre y apellidos conocidos, tendrían un número de nie, o sea, estarían identificados, no como ahora que son unos invasores infiltrados e incontrolados.",1,1,1,1
d_72_04,"ahora bien, es algo deseable.",0,0,0,0
d_2390_03,"todos vuestros argumentos son fascismo (los verdaderos fascistas sois vosotros), franco ( history of paleolítico), ultraderecha",0,0,0,0
d_881_01,por que se considera racismo la crítica de vender menores como ganado.,0,0,0,0
d_1069_01,los centros de menores no tutelados son escuelas de delincuentes.,1,0,1,1
d_1659_01,"que apalanquen a su hija y la manoseen así, entonces, veremos lo que piensa.",0,0,0,0
d_2508_01,jjjjjjjjjjjjjjjjjjj somos un país de pandereta y un chiste al q cualquiera de cualquier país entrara si o si en españa si le da la real gana ...,0,0,0,0
d_1568_03,si no sabes separar tu trabajo de la emotividad mejor no te dediques al trabajo social no puedes empatizar con todos los desgraciados a los que vas a tener que ayudar,1,0,0,0
d_43_01,"no, los lideres de los movimientos sociales, sean religiosos o no, se mueven mayoritariamente motivados por el ego, el ansia de poder, influencia y hambre de trascendencia.",0,0,0,0
d_745_02,"yo ya asumí hace tiempo que hay gobierno de izquierdas para largo, al estilo putin.",0,0,0,0
d_2047_03,y la izquierda aplaudiendo.,0,0,0,0
d_1262_01,"perdóname si la expresión es algo dura, pero hará lo que le dé la gana.",0,0,0,0
d_72_06,la sociologia y la neurologia no tiene respuesas concluyentes.,0,0,0,0
d_1198_02,"basta ya de buenismo, esta gente se aprovecha los políticos ineptos que tenemos y de las leyes de chiste que hay en este país, en donde se protegen mas a los delincuentes, que a las personas honradas, en sus países seguro que no lo hacen.",1,1,1,1
d_1776_01,"no aprenderemos, regla de oro del protocolo de actuación de la guardía civil y unidades antiterroristas en aeropuertos.",0,0,0,0
d_1637_01,"miralo. y hasta sabe escribir, que tierno",0,0,0,0
d_1500_02,"llámese nación, o patria, o bandera.",0,0,0,0
d_1149_06,ya está bien de engañar a la ciudadanía.,0,0,0,0
d_2192_07,"ah, y miren el pib per capita y las vacunaciones a ver qué tal..",0,0,0,0
d_1189_16,"y los que se queden dentro, o a cumplir leyes o a palos con ellos.",1,1,1,1
d_1941_01,"y todo por el ""morro"".",0,0,0,0
d_1044_01,"cuando la vuelvan a robar una y otra vez, se dará cuenta que la culpa no son de los centros sino más bien de el gobierno que permite todo todo.",0,0,0,0
d_534_02,ahora legalizan unos 220.000 por año.,0,0,0,0
d_2166_02,muy bonito y conmovedor pero muy poco profesional.,0,0,0,0
d_2373_01,"lea un poco este foro, disfrute de perlas como ""pero si no son humanos"" o ""hay que tirarlos del avión"" y saque usted sus conclusiones, señor.",1,1,1,1
d_1726_03,"viva españa! (la de antes claro, porque la de ahora da risa)",0,0,0,0
d_2182_03,"españa, ni siquiera europa son los responsables de echarse a las espaldas la responsabilidad de salvar el mundo.",0,0,0,0
d_710_03,qué bonito!!!!qué ideal!!!!!,0,0,0,0
d_1989_03,"si, si, 4 de ellos ya los he invitado a que se pasen la próxima semana en mi puta casa de la moncloa, que no es menester que me lo recordéis.",0,0,0,0
d_2111_05,"observa como esta francia el problemón tan grande que tienen encima con esta gente, ¿quieres que acabemos igual?",1,1,1,1
d_654_01,"y los trabajadores levantándose a las 5 de la mañana, para dar la paguita a estos inmigrantes, vaya país de incautos y que voten a podemos es significativo el votante de podemos que no trabaja y vive suvbencinado,",1,1,1,1
d_2223_02,¿sabe algo de él?,0,0,0,0
d_313_02,pónganle ya una asistenta social así la viola de paso,0,1,0,0
d_1506_02,nosotros echábamos algún casquete con el cuento progre.,0,0,0,0
d_2249_02,"y como presuntamente parece que estaban todos en el ajo, tal vez el juez les podrá acusar de organización criminal, y todos ellos sean ingresados en prisión a la espera de juicio por los delitos presuntamente cometidos.",1,1,0,1
d_1157_01,que será de aquella respuesta podemita del: son sus costumbres y hay que respetarlas...,1,1,1,1
d_569_01,"a los emigrantes que ya están en españa nunca los vamos a poder expulsar, es mejor reconocerlos y que trabajen legalmente.",1,1,1,1
d_1985_15,"porque no beber e hidratarte si estás con fiebre (por resfrío, gripe, coronavirus o una infección) puede ser letal.",0,0,0,0
d_738_03,"como vox pero a la izquierda, populistas en estado puro",0,0,0,0
d_1647_03,"han convertido una imagen ,un hecho normal, un trabajo humanitario  de la cruz roja como algo escepcional y único.",0,0,0,0
d_768_01,hay que ver cómo se reparten el trabajo estos cretinos.,0,0,0,0
d_2060_03,no tienen trabajo y hacen de la delincuencia su modus vivendi.,1,1,1,1
d_351_03,"xdddddddddddddddddddddddd
si un negro degolla a otro no se puede decir.",0,0,1,0
d_2447_01,"esto es terrorismo aéreo, no deben ser devueltos hasta ser juzgados y condenados a una larga temporada de cárcel.",1,1,1,1
d_789_04,a vox?,0,0,0,0
d_992_01,es un asesinato en grado de tentativa,0,0,0,0
d_762_04,y para los ilegales españa está de paso hacia europa.,1,1,1,1
d_466_01,"loss mas valientes, los que mejor cortan nuestras cabezas, para vosotros, socialistas, izquierdistas, y no racistas,",0,1,1,1
d_101_02,no tiene sentido.,0,0,0,0
d_1697_03,es el inmigrante el que se le lanza y la abraza,1,0,0,0
d_167_03,vaya por dioooossss... nunca se puede saber qué es mejor...,0,0,0,0
d_949_02,apela a las emociones y al final no da ninguna información por más párrafos que le pongan.,0,0,0,0
d_107_02,yo ya no se que fumais algunos...,0,0,0,0
d_831_01,"necesitan votos, jajaja. 600.000 no está mal ehhhhh???",0,0,0,0
d_100_01,"aparte de que se construirían mezquitas en la clandestinidad, dificultando más aún la vigilancia.",1,1,1,1
d_274_01,que manera de perder la cabeza por un zumo.,0,0,0,0
d_1326_02,pero es que además no son delitos comparables.,0,0,0,0
d_45_02,pero no hay que precipitarse ni dejarse llevar por el miedo.,0,0,0,0
d_1963_01,"a la llegada al asentamiento, de nuevo algún momento de tensión cuando alguna persona les ha lanzado piedras, lo que ha obligado, de nuevo, a interceder a la policía...",0,0,1,0
d_1478_03,"para mí el asco es arruinar a españa, con consignas trazadas por los partidos de izquierdas, sin oponerse. eso es el pp",0,0,0,0
d_1930_01,pero el desfile de soldaditos no se va a suspender ¿verdad?,0,0,0,0
d_2073_02,"cualquiera diría que el señor rosell esta en nomina de soros, ¿no les da vergüenza publicar estos artículos?",0,0,0,0
d_2232_03,mucho más profesional y más eficiente el gc que no paró de rescatar gente del agua (como el bebé) sin tanto cuento ni pérdida de tiempo.,0,0,0,0
d_2064_02,"expulsar prácticamente no se expulsa a nadie de españa, y las devoluciones en caliente, contadas con los dedos de una mano, somos el hazmerreír del mundo, aquí ancha es castilla, se les traslada a ls península y que cada uno vaya por dónde quiera, un país sin control ni nada que se le parezca para la inmigración.",1,1,1,1
d_954_02,en serio ¿en qué te basas para decir que el feminismo no es eficaz contra el machismo si en un par de décadas ha cambiado notablemente un país?,0,0,0,0
d_1627_01,"deja de hacer el ridículo, que se nota mucho.",0,0,0,0
d_311_01,normal.,0,0,0,0
d_244_01,¿salir a la calle a qué?,0,0,0,0
d_647_01,si no tienen permiso de trabajo ¿donde han estado trabajando?,1,0,1,1
d_361_01,que pobres están en shock.,0,0,0,0
d_1155_01,pues yo si quiero que se vayan expulsados a su país sin que puedan volver.,1,1,1,1
d_2462_02,"multa y cárcel, como minimo hasta que no paguen la multa.",1,1,1,1
d_2313_01,eso lo hace un españold en un aeropuerto españold (o extranjero) y se le cae el pelo.,0,0,0,0
d_1612_01,"en ningún momento he mencionado el color de piel del tirado, ni su raza.",0,0,0,0
d_1107_06,"esto es inaguantable ,",0,0,0,0
d_1931_01,y porque no desembarcaron al supuesto enfermo .por una pasarela cubierta y con policias o gc.dentro de la pasarela  como hacen a la mayoria de pasajeros ?,0,0,0,0
d_599_02,ideas brillantes de gente brillante.,0,0,0,0
d_80_03,"sólo pregunto como haces para ""prohibir el islam"" porque está en mi el desconfiar de las ""soluciones sencillas"" para problemas complejos.",0,0,0,0
d_2218_03,ufff...que ascazo y pena,0,0,0,0
d_1292_01,la solución es cerrar el parque.,0,0,0,0
d_15_02,esos chicos ya lo tenían claro de antes,0,0,0,0
d_78_05,la leccion deberia ser no fiarse de lideres salvadores y buscar consenso dentro de la diversidad.,0,0,0,0
d_2499_04,"ya somos tres lo que así pensamos: marlaska, su novio y yo.",0,0,0,0
d_1342_03,"cuando es inmigrante inmediatamente remarcan de dónde, porque es lo que vende",1,1,0,1
d_1995_02,"joer no sabia yo esto cuando me hacian bullyng que podia destrozar lo que me de la gana, y luego saldria un periodico a justificarlo",0,0,0,0
d_942_03,"y será seguramente, porque el que lo intente acabará ""suicidado"".",0,0,0,0
d_1313_01,""" pero no sobre delincuentes no extranjeros a pesar de que éstos suponen el 70% de la población reclusa y cometen muchos más delitos""",1,1,1,1
d_972_13,cuando en una visita familiar se enteraron los padres exigieron su vuelta y le buscarlo un colegio.,0,0,0,0
d_2297_01,"hombre, hubieran venido por canarias, que les ponen hotel, comida y tarjeta de crédito a cargo del contribuyente..",1,1,1,1
d_2025_05,"2º ) esto es del cdc americano, es la comparativa de causas extrañas fíjense después de la vacunación y muy llamativa la gripe desde marzo de 2020 ( se murió la gripe, no hay). esta es por años.",0,0,0,0
d_1826_02,"con un haren y los gastos pagados, una vida gratis de delincuente habitual, con muertes, violaciones, atracas y la vida que todo marroqui desearia tener",1,1,1,1
d_2132_02,allí no les pagan un duro,1,0,1,1
d_1430_08,y digo esto con todo el respeto eh,0,0,0,0
d_652_02,"no queremos saber por qué son más baratos muchos productos, no queremos saber que la piramide poblacional hace inviable las pensiones si no hay más gente (por natalidad o por inmigración) que aporte, no queremos saber que en el resto de europa en el año 2050 más del 35% de la población será musulmana (mucho mas que en españa que hay mucha menos inmigración), no queremos saber que los españoles (entre los cuales me encuentro) no aceptamos cualquier trabajo y por eso necesitamos inmigrantes que lo acepten, no queremos saber que la mayoría de los jetas, delincuentes y vividores son nativos de aqui, no queremos saber que españa (por territorio) debería tener 80-90 millones de ciudadanos y nuestra baja natalidad lleva decenios siendo una rémora para nuestro progreso ...etc.",1,1,1,1
d_1640_02,pues los tontoslahaba enfermos de vox aun no se han enterado,0,0,0,0
d_1830_07,tampoco me extrañaría.,0,0,0,0
d_473_01,el que mata a un ladrón...,0,0,0,0
d_2323_01,pero si no son humanos,0,1,1,1
d_1766_02,"jajajajaja si hhan sido 20 , como está primera vez ha salido bien mañana  300",0,0,0,0
d_458_02,"este apuntaba a verdugo, creía que aquí había pena de muerte",0,0,0,0
d_1910_01,nueva marcha verde...,0,0,0,0
d_1697_04,se le ha dado un enfoque propagandístico ensalzando la figura d la chica .,0,0,0,0
d_175_03,el más agresivo de sus postulados lo defienden los salafistas financiados por arabia saudí que a su vez financia la construcci?n de mezquitas salafistas por todo el mundo.,0,0,0,0
d_2241_01,"menos a abascal, que ese no tiene alma. ataque al pobre sin remordimiento alguno.",0,0,0,0
d_1180_02,"lo que para el pp de madrid es populismo de vox, para los vecinos es una emergencia.",0,0,0,0
d_1776_02,"avión que intenta aterrizar en un aeropuerto españold de urgencia sin ruta anterior autorizada, debe ser enjaulado por los vehículos patrol de los gar o geos para evitar sorpresas desagradables como la de una entrada ilegal en españa de inmigrantes a la carrera que se les ha ocurrido la última genialidad ya  pasados de la raya con su inventiva o lo peor un  autentico grupo de terroristas que directamente desembarca en españa en pista de aeropuerto españold para mayor inri.",1,1,1,1
d_1431_01,esto ha llegado a portada porque el nombre del medio ha debido confundir a la élite intelectual del país.,0,0,0,0
d_2086_01,¿cuántas docenas dice que quiere que le enviemos a casa?,0,0,1,0
d_705_02,con la inspeccion de trabajo y en contra de pp y vox.,0,0,0,0
d_991_01,totalmrnte,0,0,0,0
d_1464_04,y el ne..gro ya se veia casado y con siete nigri..tos.,0,0,0,0
d_398_01,"y todos esos, incluido el loco ese, en malaga.",0,0,0,0
d_1118_06,¿que quiere  resolvemos el problema dándole casa y paga ?,0,1,1,1
d_1943_02,esto es ya lo que quedaba por ver.,0,0,0,0
d_2220_01,que le den a luna y al otro,0,0,0,0
d_576_04,hay cosas incomprensibles.,0,0,0,0
d_2087_05,"esa mujer ""admirable"" ha hecho de el buenismo su modus vivendi, parasita del sufrimiento ajeno y este medio como otros le hacen una propaganda despreciable.",0,0,0,0
d_168_03,el 11 de septiembre lo cambió todo.,0,0,0,0
d_2138_02,a luna se le caería mucho mas que el alma al suelo si se pasa 4 horas sin internet y redes . jo tia!!!,0,0,0,0
d_165_02,y deberian ser unicamente para uso de los cuerpos que nos defienden.,0,0,0,0
d_1021_02,"pues evidentemente fenotipo de españolitos no tendrían, cuando le suceda a uno de los vuestras dirás lo mismo¿?,",0,0,1,0
d_1606_01,jajajaja!!,0,0,0,0
d_585_01,"tranquilos , en pocos meses la mayoría de los sin papeles tendrán que buscar otro país al que emigrar , incluso algunos de los que legalmente están aquí tendrán que buscarse la vida en otros lares dada la precariedad a la que nos van a abocar a todos con tantas sugerencias.",1,1,1,1
d_2042_02,"dígaselo al pobre pescador de almería al que ayer una banda de 10 de sus niños a enviado al hospital, molido a golpes despues de robarle por valor de 1500 euros entre cañas, teléfono, dinero,...",0,0,0,0
d_1603_03,solo sacais las noticias sensacionalistas para sensibilizar a los borregos.,0,0,0,0
d_1290_01,"hombre aniquilar, no diría tanto.",0,0,0,0
d_1323_12,ni una noticia en los medios visuales ni nada,0,0,0,0
d_1357_03,"otra noticia, de hoy... fíjate cuál es la nacionalidad que ponen.",0,0,0,0
d_1034_02,la que confunde racismo con denunciar a extranjeros delincuentes.,1,0,1,1
d_2343_04,menos funcionarios que no funcionan y más gestión privada.,0,0,0,0
d_865_04,vale iban de casa en casa pero es que está expresamente prohibido quitar a los niños por cuestiones económicas desde hace años.,0,0,0,0
d_918_02,lamentablemente el control de fronteras es un negocio extremadamente suculento con unas mordidas que no podrías ni imaginar.,0,0,0,0
d_381_01,lo normal es que se tiren entre ellos por la borda en vez de ponerse a cortarse la cabeza.,0,0,0,0
d_627_01,que orgulloso estoy de nuestro gobierno!,0,0,0,0
d_655_04,éstos sí pueden aceptar trabajo en el campo y no lo hacen porque prefieren cobrar sin trabajar.,1,0,1,1
d_1407_02,una cosa es robar para comer y otra esto.,1,1,0,1
d_194_03,(nacionalismo crea separatismo)????????.,0,0,0,0
d_65_06,¿reducido respecto a que?,0,0,0,0
d_171_01,"cuando hagas esa relación, no olvides mencionar que nuestro rey themérito lleva cobrados 2200 millones del régimen salafista más poderoso del mundo, y sigue cobrando.",0,0,0,0
d_970_03,me quedo más tranquilo.,0,0,0,0
d_1913_01,pedrito sanchez ud y su gestión un desastre.,0,0,0,0
d_2083_01,"los ceutíes, melillenses y canarios son africanos por más que vayan de europeos, no son europeos y los restos de los primeros seres humanos da por hecho que todos venimos d allí , son más europeos los turcos que no estás zonas mirar el mapa, parece que estéis ciegos",1,1,1,1
d_2298_03,ud seguro que es votante voxero y la vida humana vale menos que nada según su ideario,0,0,0,0
d_1799_02,"están sometiendo al mundo como tienen mandao, empezando por recuperar esp.",0,0,1,0
d_1782_01,"decididamente: del too y p,a siempre.",0,0,0,0
d_2061_03,"una hoja con todos sus derechos y deberes, al minimo delito deportacion de por vida.",1,1,1,1
d_65_01,el control estricto de fronteras no ha funcionado para nada.,0,0,0,0
d_841_01,mente preclara la del señor robba.,0,0,0,0
d_1840_01,"armengol ya ha dejado claro que si los guardias civiles y los policias se dirigen a los ilegales en castellano cuando los detienen, declarara que todas esas detenciones seran ilegales.",1,1,1,1
d_1725_03,"sin presidente, huido cuando hay problemas;",0,0,0,0
d_1145_01,"y si conseguimos la responsabilidad del político o del funcionario que lo aceptó, ese día tendremos muchos menos de esos delincuentes ilegales en nuestro país.",1,1,1,1
d_2228_04,y los seres humanos son para ellos un instrumento de poder.,0,0,0,0
d_2171_01,"tiene muchas más posibilidades de contagiarse de malaria, difteria, sífilis o sarna (es una ""evidencia científica"" que las portan en gran número) que de ""covid"".",0,1,1,1
d_30_04,"¿o a caso te perjudica en algo que yo vea en las teleplastias de bélmez un indicio de que haya otros ""planos de existencia""?",0,0,0,0
d_814_02,"primero creamos una paguita que pagan los españoles de sus impuestos y decimos que es que para gente con residencia en españa legal y después regularizamos un millón de ilegales a los que le damos la pasta, la nacionalidad y nos tiramos en el gobierno 20 años más.",1,1,1,1
d_1983_01,"han tardado muy poco en salir a blanquear los inaceptables incidentes de hoy, pensaba que esperarían a que el tema de enfriase un poco.",0,0,0,0
d_141_02,estudiantes dando la vida por sus maestros... lo nunca visto...? </ironic_off>,0,0,0,0
d_338_02,todo correcto.,0,0,0,0
d_2418_01,si van a la cárcel pagaremos nosotros 3000 por cada uno al mes.,1,0,0,0
d_215_02,que eso es un pastizal allí.. en fin.,0,1,1,1
d_2072_02,pero lo peor de todo es el cacao que tiene con la derecha y los botellones,0,0,0,0
d_218_03,que yo no tengo 2500 euros y cada uno de los iban en esa patera sí .,0,0,0,0
d_2542_03,quien lo paga? los de siempre.,0,0,0,0
d_2212_01,hipócrita por ayudar?,0,0,0,0
d_1703_01,"todos estos y estas, social-comunistas, feministas y demás basura política, ni apoyaron,ni acompañaron, ni condenaron la salvaje violacion -vaginal y anal- de la chica de lérida.",0,0,0,0
d_1255_04,ahí tienes las respuestas de #12 #13 #14 #17..............................,0,0,0,0
d_67_01,"gracias por el consejo, madurar nos viene bien a todos.",0,0,0,0
d_2116_01,"yo no estoy a favor de la inmigración ilegal, y menos de marroquies y resto de africanos, pero respeto a quienes piensan lo contrario... si los acogen en sus propias casas yse hacen responsables de ellos.",1,1,1,1
d_417_01,europa debería tener un canal de televisión en todos esos países para entrevistar y hacer documentales con las experiencias de todas estas personas.,0,0,0,0
d_2221_04,"un par de kilómetros y un remojón en unos pocos casos para la cámara (el ""exhausto"" de la foto está sequito y fibroso), y ya tenemos a la aborregada y castrada sociedad europea tragándose la enésima farsa pergeñada por los peores delincuentes del mundo.",0,0,0,0
d_1316_03,mira los datos.,0,0,0,0
d_23_02,no han tenido reformismo y por tanto van jodidos a la hora de discutir,0,0,0,0
d_95_01,"pues lo dicho, tu con tu convencimiento y sin aprender nada de lo observado en la historia y a confiar ciegamente en lo que tu crees correcto, hasta que se demuestre lo contrario.",0,0,0,0
d_2182_02,lo mismo tú eres uno de esos que está miando desde dentro españa haciendo de quinta columna de marruecos.,0,0,0,0
d_1199_03,"a la gran mayoria de la gente no le importan estos hechos, les da igual. c",0,0,0,0
d_1816_01,"con sólo mirar un mapa del mediterráneo se puede ver que el tiempo de vuelo de un avión marruecos-estambul serán unas 3, ó puede que 3 hora y media.",0,0,0,0
d_972_17,pero yo pienso que su tía lo que fue es una hdlgp y su tío igual por consentirlo.,0,0,0,0
d_908_01,a no ser que en su país no sea ilegal.,1,1,1,1
d_972_18,"siempre me sorprendoo mi amiga por eso el optimismo de mi amiga de que marruecos está avanzando y que ella por ejemplo davchrals cuando va a su país porque tiene trabajo, estudios, está separada...",0,0,0,0
d_1884_01,"el sátrapa de su rey y los policías, alguien tendrá que contar la ""pasta"" que les envía el falconeti.",0,0,0,0
d_1672_04,menudo aspecto de “ser indefenso” que tenía el colega.,0,0,0,0
d_2429_01,por masmadrid no nos viene nada..2 años de vacaciones pagadas si acaso.,1,1,1,1
d_1469_03,"quizá no era la intención de esta chica, pero ha sido lo que ha transmitido a muchos ya cansados de esto.",0,0,0,0
d_780_01,"es que es verlo y me sale decir ""aparta, bicho"".",0,0,0,0
d_1254_01,"país de progres, consecuencias progres.",0,0,0,0
d_1439_01,"atención a los votos negativos arbitrarios a la noticia de #0, spam e irrelevante, para que luego algunos aquí se pregunten si hay comandos tumba noticias y cuales son sus aviesas intenciones e ideologías.",0,0,0,0
d_1689_01,¿cuántos menas acoges en tu casa?,0,0,0,0
d_670_02,cuánta sinvergonzonería.,0,0,0,0
d_2540_01,"no solo recibimos delincuentes, también los exportamos.",1,1,1,1
d_455_01,"los mejores, los más valientes.",0,0,0,0
d_64_04,ya no quedan tantos peldaños.,0,0,0,0
d_1373_01,"el problema es que todos ya tenemos claro quienes son los que votan negativo estas noticias y por qué lo hacen, algo que está prohibido por la normativa de uso de este lugar pero que cierto grupo de pandilleros del nótame se saltan a las bravas cada dos por tres.",0,0,0,0
d_1646_01,"iros a áfrica de voluntarios, al menos allí, os lo costeaís vosotros, no españa entera la alta natalidad africana.",0,0,0,0
d_872_04,sin juzgado.,0,0,0,0
d_2165_01,se te ve buena persona,0,0,0,0
d_1888_01,"se ríen de nosotros, somos un país de payasos, que vergüenza y pena.",0,0,0,0
d_1154_01,esa es herencia.,0,0,0,0
d_693_05,"lo veremos con este grupito q habla en voz baja, ajjj",0,0,0,0
d_1316_01,explicate.,0,0,0,0
d_1713_01,totalmente d acuerdo.,0,0,0,0
d_117_03,"pero todo el mundo puede tener razón, no.",0,0,0,0
d_1655_03,"respecto a la foto, pues que quieren que les diga, un trayecto d 30 metros que se puede hacer andando, no cubre, no es para parecer un náufrago, salvo que su estado lo motive que algún amigo, compatriota etc..haya sufrido algún percance.",0,0,0,0
d_1110_01,eso que dice de la foto y la grima lo pensé al instante de ver la miniatura en la portada de abc.,0,0,0,0
d_653_07,"si entran personas y se les concede papeles y privilegios rápidamente, van a ser millones los que van a querer venir y de nuevo se empobrece más la sociedad.",1,1,1,1
d_972_03,"con estudios, trabajo y divorciada. m",0,0,0,0
d_35_01,en europa nunca cogió base el islamismo así que no hay necesidad de darle sitio.,0,0,0,0
d_407_01,ahora cotizará 40 años para pagarme mi pensión,0,1,1,1
d_1855_01,"quien no tiene remedio es quien se deja gobernar por este pelele trilero trolero y sus ministras, como la jotíaquésuperguay",0,0,0,0
d_853_09,se había en españa.,0,0,0,0
d_1690_01,"si, los mismos catolicos, que después son robados, violados y asesinados con bombas por esos mismos que la cruzecita roja les pasa la mano, me acuerdo ahora de todas las monjas violadas y asesinadlas en africa a manos de reas de musulmanes en ruanda, r. centroafricana, uganda y demás.....",1,1,1,1
d_37_02,¿consiste en prohibir un libro?,0,0,0,0
d_797_01,"con un 20% de paro, lo mejorcito es regularizar a otro 10% de inmigrantes sin trabajo y que, ante el inevitable efecto llamada, vengan otro 20% más... ... ...",1,1,1,1
d_1130_02,y cada día más.,0,0,0,0
d_1985_22,¿si fuera un españold en esa situación sería más grave?,0,0,0,0
d_1241_01,"curiosamente el karma les está penalizando, que es algo que no se veía en menéame desde tiempos inmemoriales.",0,0,0,0
d_33_01,por bastante menos se han parado en seco otras sectas.,0,0,0,0
d_482_01,traficante de personas ≠ inmigrante ilegal,1,1,1,1
d_595_02,"si, sobre todo han traído seguridad, jajajajaja.",1,1,1,1
d_2066_02,¿sabe la chica esta que no hay trabajo ni oportunidad para todos?...,0,0,0,0
d_1919_02,no hace falta dar nombres en la lista de beneficiarios...por lo menos una docena...,0,0,0,0
d_2047_02,"los grandes perceptores de ayuda social son los musulmanes en reino unido, suecia, belgica, francia y pronto lo serán en españa.",1,1,1,1
d_598_05,"igual daría si fuesen ciudadanos suecos los que vienen a aprovecharse de nuestras prestaciones, a delinquir, etc etc.",1,1,1,1
d_1484_02,no sé cuántas más escenas de este tipo tenéis que ver para asumir que os han colado el engaño de vuestras vidas.,0,0,0,0
d_1388_01,en la noticia no dice de donde es el tigre.,0,0,0,0
d_1170_01,"señora, que se mejore, pero creo que cada país se debería ocupar de sus súbditos, si aquí están mal, imagine en su país.",0,0,0,0
d_168_09,"¡dejemos ya de ser tan condenadamente respetuosos!"" richard dawkins",0,0,0,0
d_1724_01,señores tenemos un sosiata ganador.,0,0,0,0
d_1337_01,"uno de los juguetes, no el juguete :-)",0,0,0,0
d_854_03,darle visitas a esta mierda de noticia que ni siquiera explica que paso con la victima ni habla de adonde lo extraditan...,0,0,1,0
