id,text,implicit_a2
d_1658_02,"Preséntele a su esposa e hijas, que las mías las pondré a buen recaudo.",1
d_54_01,Guste o no guste la cosa está clara: si no hubiera moros en Europa esto no pasaría.,1
d_701_01,"Eso, eso y luego que vengan otros 600000 y también los legalizamos y después mas, verás que bonito país se nos va a quedar.",1
d_2133_03,7000 años han tenido y siguen con esa vagancia y matándose entre ellos.,1
d_2109_01,"Por cierto que venga a mi ciudad y vaya dando abrazos asi a las muchas manadas de menas que atemorizan barrios enteros, menas y no tan menas, que pasee dando abrazos en algunos parques y calles de mi ciudad...a ver si luego piensa igual.",0
d_933_01,"Por eso, también, es importante controlar las fronteras, para que no entren delincuentes.",1
d_1995_01,aaaaaaaah bueno.. que se metieron con uno cuando iba a la fuente así que está justificado destrozar mobiliario urbano y lanzar piedras.,0
d_1526_01,Lo que busca es lo que tiene largo el negro del whatsapp,0
d_1821_01,"Para cuando la expulsión inmediata  de los ilegales estos, m...da de políticos.",1
d_179_01,"eso de la impericia me parece alucinante, y espero que sea eso y no la cutrez nacionalista, porque encontrarse una casa derruida, con ""okupas"" marroquíes, en un sitio apartado de todo...",1
d_2223_03,"¿Distingue a simple vista si es un sencillo chaval senegalés que sueña con jugar en el Madrid o un yijadista, o de las mafias nigerianas que prostituyen a sus compatriotas a paliza limpia?",0
d_182_03,"Igualmente, yo no puedo criticar a un marroquí por ser marroquí, pero sí le puedo criticar por ser salafista.",1
d_2031_01,"Todos los partidarios de meter inmigrantes, antes de hablar metan a uno en su casa, despues de una semana, hablen, no lo duden, ¡metanlos en sus casas, en su vecindario, paguen vds sus paguitas y dejennos a los demas en paz!",1
d_258_02,"Este es uno de los problemas de la inmigración descontrolada, que no tienes ni puñetera idea de quien entra.",0
d_659_01,"Si claro regularizarlos para la paguitaque paguemos el resto con nuestrosnimpuestos, NI TE JO...DE !!!",1
d_1177_02,"Aquí no tenemos porque mantenerlos y dedicarles unos recursos que nos son totalmente necesarios para solucionar ese alto ""nivel de pobreza"" que los buenistas predican continuamente.",1
d_1765_01,"Supongo que esos inmigrantes no deseados todavía están en algún lugar del aeropuerto, los buscan y los encuentran, los vuelven a subir al avión y los envían de camino a Turquía.",0
d_2289_01,La pena que no ha explotado el avión en el aire,0
d_1369_02,Yo digo que hay que largar a los que cometan delitos de este tipo.,1
d_1890_01,"En el aeropuerto pase el control con las llaves, se encendieron las alarmas, enseñe las llaves, las dejé en la cestilla, volví a pasar, no volvieron a sonar, pero me pasaron la porra de los metales, eso por ser español, jubilado y de Bilbao, si hubiera sido enemigo de Santiago, el del caballo, no me habrían molestado",0
d_79_04,El propio Corán es un manual del yihadista.,0
d_1797_01,"Hay que encontralos ya para poder darles una vivienda, manutención, una paga que complemente los robos que hagan y avisarles de que si cometen delitos, da igual del tipo que sean, pasarán un par de horas en comisaría",0
d_1234_01,Que majos nuestroh niñoh,1
d_573_01,"Que cínicos, lo único que pretenden es comprar votos para mantenerse en el poder, y que España sostenga a cientos de miles de personas pidiendo prestaciones y saturar más la sanidad....",1
d_839_03,600.000 posibles trabajadores en negro.,1
d_959_04,Seguro la vuelven a vender,0
d_2170_01,"De aquí a unos años se nos llenará España ,de chorizos, cuatreros y pistoleros, como no se dé una solución a todo este despropósito.",1
d_548_01,"Y quienes va a trabajar para pagarles su vivienda, educación y formación, alimentación, sanidad, etc, los 2 millones de parados que había cuando tomásteis el poder junto al P$oe o los 2 millones de parados adicionales que habéis creado desde que tomásteis el poder ?",1
d_579_01,EL PROBLEMA MAYOR QUE QUIEN NUNCA A TENIDO QUE ESFORZARSE EN SU VIDA PIENSAN QUE QUIEN SE A TIRADO TODA SU VIDA SACRIFICANDOSE PARA TENER DONDE VIVIR Y DAR UNA EDUCACION A SUS HIJOS TIENE LA OBLIGACION DE SER SOLIDARIO PARA MANTENER A TODA ESTA PANDA DE VAGOS Y PORREROS.,0
d_836_01,"Eso, les regularizamos y les ponemos un piso a costa de todos los que en este país trabajamos, cotizamos y pagamos impuestos.",1
d_1964_05,"Pero han acabado bien integrados, a pesar de todas las dificultades.",1
d_1580_02,"No se puede confrontar como a un ejército de soldados armados cuando se trata de un continuo chorreo de grupos de jóvenes, menores e incluso niños engañados, desesperanzados, que tratan de pasar con lo puesto, o ni siquiera con lo puesto. La dureza ha de ser del gobierno, para poner en su sitio a un país que ha mostrado una mezquindad que, afortunadamente, también está dando la vuelta al mundo.",1
d_2211_01,¿Sabrá este muchacho que lo están utilizando deliberadamente como carne de cañón por intereses geopolíticos?,0
d_1617_02,"En Canarias se van de fiesta con los invasores, así de claro.",0
d_2283_01,Parece ser que han entrado mas de 34 mil inmigrantes irregulares en España.,0
d_1994_07,Nada justifica que rompan las reglas.,1
d_1466_01,"Los inmigracionistas, delincuentes asociados SA, que gozan de prestigio en el entorno de políticos, medios, empresarios, islamistas, traficantes, etc. están muy dolidos por no haber cumplido con el sueño que se les brindaba de llenarnos de invasores ayudando y colaborando con una potencia o país extranjero, abiertamente hostil, a nuestra invasión, sustitución, saqueo, sometimiento e islamización por la que cobran y ya han recibido, por los menos de nuestro gobierno, un adelanto.",0
d_142_01,"Que le follen al Islam, ya de por si es una religión basura como todas, pero especialmente esta, por su contenido y la poca cultura y libertad de pensamiento de sus practicantes.",0
d_1156_01,Yo los expulsaba pero en una caja de pino,1
d_1610_02,Vigílate la piel no te vayan a contagiar algo estos pordioseros.,1
d_776_01,Quieren regularizar a los ilegales porque esperan ganar 600.000 votos,1
d_1222_05,Hasta que se acabe el dinero y les convertirán en mano de obra esclava...,1
d_1214_01,"O una buena okupacion, empadronamiento, a cobrar y estas cosillas para los extras...",1
d_1394_01,si es morito no hay delito,1
d_1839_02,"No vaya a ser que les traten como delincuentes, pobrecillos.",0
d_2380_02,"Canarias, y ahora Baleares, han entrado este verano 3400 argelinos, algunos radicales.",0
d_232_01,"los mejores, los mas degolladores",1
d_581_02,Quizás al votar salga que más del 80% de la población española.. NO QUIERE INMIGRACIÓN.. NO QUIERE.,0
d_2434_05,De lo contrario muchos mas sabran cual es el camino para entrar en España,1
d_1418_01,"Joder, sí que es verdad lo de que venían los mejores y más preparados.",1
d_635_01,"para todos ellos, será la mejor sanidad del mundo, para los que cotizamos y la mantenemos con nuestros impuestos de nuestro esfuerzo, ahorro y trabajo, la pero sanidad del mundo, que cuando la hemos necesitado, NO HAY NI PARA PIPAS. TO PUBLICO PER LA RUBER PA MI",1
d_1143_01,¿ Me pregunto si esta victima pensará lo mismo el día que estos individuos agredan sexualmente a su hija o nieta ?.,1
d_604_01,"Si esto es verdad es un error, que los regularicen sus países, que son los que tienen que cargar con ellos y no nosotros, que c....!",0
d_156_03,"Y entre estos países, cómo no, están Marruecos, Libia y Argelia, que son los que nos tocan más cerca.",1
d_162_04,"En absoluto, siempre que nuestra cultura sea respetada.",0
d_710_01,"Sí Iglesias , que los regularicen y luego que okupen nuestras casas.",0
d_2132_01,"A EEUU el inmigrante, además, va a trabajar.",0
d_1746_01,un desmadre total y ahora los argelinos ven el chollo y vienen a miles,1
d_1784_02,"Las canarias estan invadidas, hay miles de marroquies,",0
d_191_04,"¿Es de sentido común político no se legisle, y se permita en occidente vestimenta propia de otros tiempos, culturas y climas, como habituales?",0
d_1049_01,"Ningún gobierno tiene derecho a meter gentuza en nuestro pais para que violen, roben y asesinen a los españoles y todo pagado con el dinero de los impuestos de las víctimas, porque aquí en realidad, lo que está pasando es que los primeros que deberían estar en la cárcel son los políticos que acogen y protegen a delincuentes y son cómplices de de sus delitos, porque los fomentan y los subvencionan.",1
d_1742_02,"Nos van echando, nos saquean, nos roban, y instalan a los que llegan y bien alimentados, protegidos e informados y fortalecidos con todo tipo de BENEFICIOS y DERECHOS.",0
d_1314_03,"El error es que no se hace lo que realmente es mejor para el menor, que es esposarle, drogarle y meterle en un avión que le lleve a su casa donde su gobierno o su família sabrán darles un futuro mejor que el de delincuente.",1
d_538_02,"Por si no teníamos bastante paro y ayudas, que no llegan a todos, estos quieren meter a 600.000 más.",0
d_442_01,Ya iba pagando pensiones por el camino.,1
d_1128_02,"Señora, que la han estrangulado, no se justifique. Y sí, esa gente a su país.",1
d_2356_01,"Yo he vivido varios años en Marruecos, me gustaría que alguien tuviese está experiencia, me decían mis trabajadores España todo gratis después de una charla explicando la realidad, esto es el pago a la SS, y Hacienda, seguían R que R, España todo gratis.",1
d_2222_05,"Inmigracion si, pero contolada y con papeles.",0
d_1263_02,"Si no les gustan nuestras normas sociales, un poco de viajes culturales a sociedades como la turca o la de república centroafricana, puede que les abran las mentes.",1
d_1953_02,Por qué tenemos que mantener con nuestros impuestos a los ilegales?.,1
d_574_01,"Si, hacerles a todos españoles y así que dejen sitio libre para que puedan venir otros 600.000 que ahora tenemos todo lleno y no encuentran sitio donde estar.",0
d_822_01,"Y así, queridos perroflautas, es como Podemos trasladará vuestras ayudas a los nuevos regularizados",0
d_2375_03,Vamos es el rey y además renueva su tarjeta teletematicamente.,1
d_2221_05,"Con la colaboración imprescindible de parásitas descerebradas hipócritas como la niñata esta, que por supuesto no va a responder civilmente por cada crimen que cometan los que pretende que entren sin ningún tipo de control.",1
d_631_02,"Que lo único que hacen es ir hacen es beber , comer , hacer niños y quejar se que no hay suficiente ayuda ?",0
d_1189_01,VICTIMA: «Lo primero que quiero dejar claro es que no se trata de racismo ni queremos que estos chicos se vayan a su país»,1
d_988_04,"Los españoles no les debemos nada, ni a ellos, ni a los mendigos rumanos,ni a los zubsaharianos,ni a nadie.",0
d_2507_04,Nos quieren educar: los inmigrantes son buenos per se.,1
d_2238_02,"Ahora que muestren las pedradas que les tiraban los ""pobres inmigrantes"" a nuestra policía.",1
d_1830_05,"Esta mañana han hablado de detención del supuesto enfermo por ""favorecer la inmigración ilegal"" pero nada más.",0
d_240_04,la culpa es de occidente por eso no les queda mas remedio que inmolarse,0
d_677_02,Incluso se opusieron y pusieron el grito en el cielo cuando una Ministra suya acusó acertadamente de que muchos propietarios agricultores estaban reclutando inmigrantes sin papeles en régimen de esclavitud.,1
d_2452_01,"La delegada del Gobierno no explica por qué razón un vuelo que aterriza en territorio español irregularmente por una emergencia no estaba custodiado desde el principio por las fuerzas y cuerpos de seguridad,más considerando su origen.",1
d_2282_02,Al impostor enfermo ya le veo recibiendo paguita del estado!!!,0
d_943_03,El problema de ahora es la falta de visado que las autoridades españolas no conceden para viajar porque saben que no vienen como turistas.,1
d_2062_01,Sigo sin ver claro qué trae de positivo dejar que entre gente en el país saltándose la frontera y dejando que hagan lo que les dé la gana.,1
d_2001_04,Los famosos menas se extendieron y aprovecharon precisamente de eso.,1
d_2474_03,¿Y si fueran terroristas?,1
d_1674_03,"Hotel, piscina y chicas calientes lanzando vivas a Marruecos.",1
d_2066_08,"...ah...y como trabajo para todos no hay, porque no lo hay... si ella tiene trabajo ¿que le pareceria perderlo para darselo al de la foto por ejemplo?",0
d_1118_08,"No se han jugado la vida para vivir como donde nacieron, quieren hacer lo que les de la gana y aquí se les permite por la ley del menor",1
d_1352_01,"No te olvides del Juzgado del español, donde sólo se juzgarían inmigrantes, a los que se les aplicarían unas leyes especiales y más duras que sólo se aplican a casos en los que un malvado inmigrante agreda a un español.",0
d_2172_01,"Los ceutíes que hoy no pueden abrir sus negocios o los ciudadanos de bien que serán robados, acosados u okupados en los próximos días agradecen el ""trabajo"" de esta niñata pija con ganas de llamar atencion",1
d_2049_02,"La encuesta, de 615 páginas, revela que más de 100.000 musulmanes británicos simpatizan con los terroristas suicidas y con quienes cometen otros actos terroristas.",0
d_652_03,En fin.... sigamos autoengañandonos y echando la culpa de nuestros problemas a los inmigrantes.,1
d_878_02,Así sin cabras ni camellos? Y las costumbres?,1
d_1192_04,Parece ser qué estos personajes según nuestros buenísimos políticos son los que con su trabajo nos van a pagar las pensiones.,0
d_1396_07,"Y a los que están hacerles superar un cursillo de integración, y el que no lo supere a tomar por culo.",1
d_1459_02,"En otras palabras le comentaba al compañero que lo que da asco es la delincuencia en si, no la nacionalidad del delincuente, ya que imagino que algún español será capaz de follarse a tu hija y meterte una paliza.",1
d_974_01,Que perturbado mental puede dar su voto a politicos (Iglesias y Sanchez)  recoge gente de fuera les gratifica con una paga que ni si quiera cobran nuestros ancianos y a los de aqui los deja morir sin escrupulo ninguno.,0
d_193_01,"Una medida lógica, justa y elemental, sería que no pudiera haber aquí más mezquitas que iglesias allí.",1
d_679_01,NO NO NO NO NO NO ESPAÑOLES DESPERTAR TENEMOS QUE DESENTERRAR EL HACHA DE GUERRA NO NO NO NO NO NO,0
d_1032_01,"Racismo no, pero que se vayan a su país, sí",1
d_634_02,Los trabajos que hacen no los quieren los españoles,1
d_181_02,No queremos esa gente aquí.,0
d_627_03,"ya que hay superávit y sobra empleo, vamos a dar la nacionalidad a millones, y de paso dar papeles a cientos de miles de ciudadanos super integrados...",1
d_1412_01,"lo mismo, pero apuntado la catapulta un poco más abajo, de modo que impacten en el muro, en vez de pasar por encima xD",1
d_2532_04,"Y cuando llega tu turno, ya no queda nada.",0
d_1144_02,"Mejor los devolvemos a su país de origen, los fichamos como delincuentes prohibiéndoles la entrada para siempre y cerramos el chiringo donde viven pagado con impuestos de todos que solo sirve para importar criminales comunes y vivir del la subvenciona por el ""cargo que tiene de ellos""",1
d_2453_02,"Eso siendo blanditos, en EEUU los hubieran ametrallado en el aeropuerto sin más explicaciones",1
d_397_01,“El pogre” vive de las calamidades de los inmis,1
d_2328_01,"Y efecto llamada total, los Marroquíes dicen, vamos para el país mas Tonto del Mundo, q nos dejan pasar sin apenas problemas, nos ponen un sueldecejo, si vamos infectados tb nos dejan pasar y además una pequeña parte violamos a vuestras mujeres, q en nuestra cultura o religión es un delito menor...",0
d_1923_02,no van a matar a todos !!!,0
d_2049_04,"El 52 por ciento de los musulmanes encuestados dijeron que, a su juicio, la homosexualidad debería ser ilegal",1
d_1267_01,"Tanto hablar de fascismo y fascistas pero solo de boquilla o papel mojado, en otra época saldrían de abatida y colgarían de los árboles a estos malnacidos.",1
d_1370_01,"Ah, yo creía que hablabas de frenar la inmigración, porque lo de expulsar a los inmigrantes delincuentes ya lo prevé la ley desde 2015.",1
d_1157_03,"pues claro que no lo es señora, NO es ningún racismo, lo que pasa es que les hicieron creer que si lo es, e incluso se lo han grabado a la derechita cobarde, y es tienen que irse a sus paises, si o si, y no hay más.",1
d_1185_02,Bastantes de ellos infectados con el virus chino.,0
d_633_01,"Hablan de natalidad..y cada mujer inmigrante tiene 3 o 4 hijos,la desaparecieron de el pueblo español esta firmada de aquí a 20 años",1
d_1182_02,Mena (Menores Extranjeros No Acompañados): 664 euros/mes + habitación + comida.,1
d_2333_01,"Somos un país de pandereta, ahora mismo un estado fallido, se rebelan las regiones, no hay orden en las calles y para terminar un grupo de moritos hacen aterrizar un avión que iba a Turquía y luego se pierden por las pistas del aeropuerto, esto no ocurre en ningún país del mundo, somos el hazmerreír del planeta.",0
d_2039_16,"El 63 por ciento de los hombres musulmanes no trabajan, son apoyados por el estado + vivienda gratuita.",0
d_2492_02,"Es muy lamentable e indignante que mientras la gente de La Palma las está pasando canutas, todo el conglomerado delicuencial dedicado al tráfico de personas siga metiendo gente en las Canarias",1
d_2039_11,Todo esto fue logrado por solo 4 millones de musulmanes de los 66 millones de habitantes de Inglaterra:,0
d_1176_02,"Ella, que ya es una víctima, manifiesta que no quiere que esos chicos se vayan a su país...",1
d_1418_02,Hay que tener mucho fondo para violar a alguien y acto seguido moler a palos a otro.,1
d_2039_12,Hoy en día hay más de 3.000 mezquitas musulmanas en Inglaterra._,0
d_1558_01,"Curiosamente, ninguna de las almas generosas y bondadosas que merodean por aquí ha citado el sufrimiento, el miedo, la desesperación, las heridas, lor robos sufridos por sus compatriotas.",1
d_1183_02,"Y que nos expliquen también por qué no se les devuelve a su país, que debería pagar gastos y hacerse cargo de los daños causados.",0
d_456_01,"asi me gusta, que se maten entre ellos y en alta mar.",1
d_1114_01,Corrijo su último concepto: ... pero CON IMPUNIDAD.,0
d_144_04,"¿mis fobias? el que un subnormal de estos con el cerebro lavado por su ""lider religioso"" acabe con la vida de la gente que puede estar aportando cosas a la humanidad y sembrar el terror, si, me da miedo, pero no huyo de él, si puedo acabo con él.",0
d_259_01,Van a seguir viendo igual pero se les puede expulsar en vez de darles papeles y una paguita provocando un efecto llamada por el que cada vez van a venir mas.,1
d_2064_01,"Digamos las cosas como son , España es el único país del mundo que no defiende sus fronteras, están asaltando las vallas y las fuerzas de seguridad mirando, pues tienen orden del gobierno de no intervenir ¿ qué queremos?",0
d_263_01,son sus costumbres y hay que respetarlas..,1
d_1207_01,"Los mandan para librarse de sus problemas sociales  , los delincuentes juveniles para España",1
d_2320_01,"Ni inmigrantes legales, ni ilegales .",0
d_1176_01,"La solución efectiva que la víctima pide para este problema, como queda expuesto, no es que estos menores sean repatriados a Marruecos y que sea el estado marroquí, quien asuma la tutela y la atención de sus menores...",1
d_1731_02,"Tal cual literalmente , van a venir a España , hasta de Marte",1
d_1107_03,"hay ue ponerse muy serios con este problema  y exigir la expulsión de todos ellos , que las fronteras tomen las medidas necesarias para evitar que entren , que las onegetas   desaparezcan , son las causantes del problema ...",1
d_1649_01,"Según los medios de comunicacion marroquies, esta debe de ser la brutalidad con la que tratamos a los inmigrantes.",1
d_1274_01,4 a mi todo marroquies :-(,1
d_83_04,"Ni un duro de dinero público, ni permitir que se impongan sus absurdas normas en la sociedad y meter en la cárcel a todo aquel que realice un discurso de odio si son medidas posibles y efectivas.",1
d_1099_01,"Lo primero, mena o extranjero que cómete un delito, expulsión inmediata.",0
d_1033_02,Estos menores son los criminales asesinos de mañana.,1
d_861_02,"porque todo esto proviene de que Mahoma tenia esclavos, muchos de ellos niñas igual que este, no se, en un pais no mahometano no estaria tan comodo este como en un pais mahometano",1
d_1213_01,"Bueno, con un poco de comprension de la sociedad con sus costumbres (sexuales incluidas), una paguita de 800 al mes y un pisito de proteccion oficial, seguramente se reinserten y se lien a trabajar como animales para pagarnos las pensiones",1
d_2440_02,trabajar ni por 3 ni por 30,1
d_339_01,"A éste ya saben donde colocarlo para pagarnos las pensiones, va perfecto para una fábrica cárnica.",1
d_170_06,"El universo mezquitero, vive creciente cual luna de primavera por las tierras catalanas entre corrientes diversas con preeminencia marroquí, ocultada bajo el férreo control del gobierno de Mohamed VI con sus imanes como correa de transmisión.",1
d_618_02,paguitas para todos ...asi ya tiene mas votantes.,1
d_2125_04,me las pase canutas currando por el mundo palante...y viene esta gente a gastos pagos,1
d_589_05,"Y el que no los cumpla.... pues mandarlo para su pais de cuna para que continúe ""disfrutando"" de sus propias costumbres y ""oportunidades de progresar"" alli.",1
d_794_04,"Hala, a preparar pagas y servicios para los nuevos beneficiarios... BURROS.",0
d_693_04,España se va a convertir es un país tercermundista....,0
d_2061_02,Permiso de trabajo en origen y revision medica obligatoria.,1
d_236_01,"los mas valientes, los mejores, los mas preparados vienen a pagarnos las pensiones daga en mano",1
d_1189_14,"si, por supuesto pero es mi escoria y ya le buscaremos solucion, no hace falta multiplicarla por 100 y descontrolarla.",0
d_581_03,"Ya que en su día a día ve la degradación social, robos, delincuencia .",1
d_1177_01,Pues yo SI PIDO que a esta gente la devuelvan a sus paises.,1
d_2423_03,Y si invaden tu país pues te defiendes a tiros y punto pelota porque invadir un país es una acto muy grave de delincuencia internacional.,0
d_380_05,"Si total, sabe que va a tener otros 10.",1
d_558_02,"propongo que por cada inmigrante ilegal que se regularice, se eche a un pudremita del país, empezando por orden jerárquico.",0
d_2093_02,"Les va el garbanzo en ello con tantos nuevos pobres a los que poder sacar el jugo y cobrar por gestionar su miseria,de lo que han hecho su profesión y principal fuente de ingresos.",1
d_195_03,"Por de pronto el salafismo debería estar prohibido por Ley, equivale a terrorismo.",0
d_1193_01,El Gobierno tiene SECUESTRADOS a más de 10.000 ciudadanos magrebíes (Menas) que deben volver a su país inmediatamente.,1
d_489_03,"Debemos de darles más paguitas, para que se integren y nos ayuden como personas que somos",1
d_2162_01,Pues a mí se me cae el alma al suelo al ver cómo solo se compadecen solo de ilegales e invasores.,0
d_2525_02,"Se quedarán en el país para siempre, se llevarán todo tipo de ayudas y traerán a toda la familia",1
d_1757_01,Armengol ya ha dicho que hay que buscar a los moros para darles una casa y una paguita.,1
d_122_01,"No conozco budistas dedicandose a poner bombas, sólo las ponen en nombre de Alá.",1
d_2102_01,"Ni un céntimo a Cruz Roja, son los que más inmigración ilegal atraen .",0
d_715_01,En un país medianamente serio serían expulsadas y aquí en este país de pandereta se premia la ilegalidad. De pena.,0
d_1639_01,"Huir de la miseria y el desespero es normal, lo harías hasta tú si estuvieses en su situación.",1
d_2497_01,"y este p. gobierno les dará asilo, qué te juegas",1
d_392_02,Y luego piden paguitas los hijos de puta.,1
d_1030_04,"El no hacer nada, es lo que hace que esta gente se crezca.",0
d_663_01,lo más viejo del mundo es sumar 2+2 y en un país que lleva 30 años sin bajar de 3 millones de parados NO puede aceptar a nadie de fuera,0
d_1186_01,"Lo que pasa en España inmigracion sin control ni barreras y muchos os quejais amargamente es lo que proponen los del partido democrata Biden, Obama, Pelosi para EEUU y el AbC  (javi, david, pedrito) los apoya en cuerpo y alma.",0
d_1694_01,"Que escriba 3000 veces ""a los migrantes, besos y abrazos no"" a ver si lo aprende.",0
d_1522_03,"Y luego cuando deje de abrazar a ese ilegal, ¿A dónde ira?, ¿a vacunarte a tí del COVID?",0
d_1289_03,Y a veces incluso presuponiendo que son inmigrantes aunque no se diga en absoluto en la noticia.,1
d_1529_04,"Nos invaden, no emigran.",0
d_2440_01,los marroquies ?los jóvenes prefieren vender droga y el resto piden traer a la mujer y ya tienen la ayuda ..,0
d_2107_02,Ni un euro a estos.,1
d_1369_01,Lo de que hay más mierda entre los inmigrantes te lo inventas tú.,1
d_1804_02,"Aquéllos no nos costaban nada, los de ahora nos los endosan a nuestro cargo.",1
d_823_01,"Yo tengo una propuesta aún mejor: deportarlos ya, empezando por los delincuentes y los menas.",1
d_2115_01,"Eso pienso yo, hay que estar muy desesperado​/a para arriesgar la vida de tus hijos!",0
d_683_02,Y de paso ganarse el voto subvencionado de a los que les importa una higa España y han venido a pillar cacho de los que madrugan todos los días.,1
d_694_01,Regularizar el que vivan del robo el trapicheo y del esfuerzo y trabajo de los españoles.,0
d_292_01,Los mejores los más preparados para cortar cabezas,1
d_1002_01,"A ver yo no soy racista no , pero me gusta el ORDEN así que cada uno a su país.",0
d_1856_01,"A lo mejor a los que se escaparon irán a celebrar algúna fiesta con ALGUNA MENOR EN GRUPO, ya me ENTENDEIS.... o a CLAVAR CUCHILLOS POR LA ESPALDA cuando lleguen a CEUTAA....",1
d_133_01,Declaramos el islam ilegal en suelo europeo y a quien no le guste que se vaya,0
d_1176_05,"Como dice el refrán, sarna con gusto no pica y si ella, de alguna manera ha querido justificar que esos chicos actúan así sin ser conscientes de lo que hacen y que la solución pasa porque nuestro país, continúe gastando dinero y poniendo en riesgo la tranquilidad de los vecinos a la atención a unos menores que son de nuestro vecino del sur...",1
d_1218_01,Cazémoslos.,1
d_471_01,Está claro que vienen los mejores.,1
d_1371_02,"Pues a ver si se ponen duros y empiezan a aplicarlo como dios manda, aunque hay que reconocer que la Policía en este país no tiene mucho margen de maniobra.",1
d_2539_01,primero que pasen unos añitos en la cárcel,0
d_681_01,¿600.000 de esos que tiran piedras a la policía en Valencia como pago por los servicios prestados por España o de los que se dedican al trapicheo desde que llegaron y no harán nada más en toda su vida?,0
d_42_02,"De hecho, se han prohibido sectas por muchísimo menos que la mierda que arrastra el islam (y no hablo solo de atentados)",0
d_1784_03,"¿por que el Gobierno no los devuelve a sus tierras, pretenden dejarnos en manos de Marruecos?",1
d_1980_08,"Evitar esas corrientes migratorias sin atajar el problema de la pobreza y la desigualdad, sólo sería posible mediante medidas inhumanas y salvajes tales como matar activa o pasivamente (con minas, por ejemplo) a todo el que intente cruzar la frontera.",0
d_532_04,"Y de aquí unos años España será un país comunista, con sueldos de miseria y los españoles mendigando.",0
d_601_01,"y despues de estos vendrán otros y otros y otros, a todos los regularizamos?",1
d_883_01,"si ponen sueldos decentes, seguro que habría cola, pero es más fácil y barato traer mano de obra barata y explotarla.",1
d_1490_01,"Que le de asilo en su casa, solo asi aprendera la leccion de por vida, aunque puede que a la pobre chica le queden secuelas psicologicas despues de la violacion.",0
d_79_02,Predicar el Islam es predicar el odio.,0
d_708_02,A los inmigrantes ilegales.,0
d_646_02,¿Quién quiere tener hijos en España? Los inmigrantes.,0
d_653_03,"Discrepo en que ahora mismo España, con el paro que hay, con las la saturación de la sanidad, de la educación, de todo en general, no puede hacer frente a la integración en el mundo laboral de miles de personas que llegan sin ningún control.",0
d_1730_01,Van a venir a España hasta de Marte.,1
d_2320_02,Inmigración cero.,0
d_598_04,Lo que hay es un legítimo y fundado derecho a evitar que esos extranjeros se aprovechen o parasiten nuestra economía.,0
d_1245_02,Además de impunes se sienten protegidos por las leyes,1
d_1866_03,nos invaden como quieren .,0
d_541_03,Que les den también 600.000 paguitas.,1
d_708_04,Y son los de Podemos los que en connivencia con las mafias los traen a nuestro país para hacer precisamente lo que quieren hacer: regularizarlos y que sean un caladero de votos asegurado.,1
d_1146_04,"Y si, que se vayan a sus países, a que los cuiden sus gobiernos.",0
d_295_01,Son sus costumbres y hay aplicarlas,1
d_1223_04,"España es un país muy solidario, pero menos con los españoles.",0
d_2118_07,trabajando como un cabr.n y veo que no voy cobrar na...y esta gente viene aquí a gastos pagos...,0
d_1149_03,Lo que no puede ser es que la entrada de inmigrantes sea sin ningún tipo de control.,0
d_1031_03,Y con vivienda gratis.,1
d_1195_01,"Ahí donde los veis el 25 % de las ayudas-prestamos con intereses de al UE va a migraciones , ergo a mantener a estos.",1
d_2522_02,Pero es mejor devolverlos y ahorrar tiempo conociendo nuestro país y políticos...,0
d_1225_03,"Los menores, con sus padres o al consulado.",0
d_2402_01,Los darán pisos a todos los invasores marroquíes,0
d_2293_02,"El ejército cubriendo las playas para evitar que se den la vuelta y en 2 días, desaparece la inmigración ilegal!!!!!",1
d_2252_02,"Estando en nuestro país ya pueden considerarse ciudadanos españoles puesto que la única respuesta del gobierno cuando accidentalmente caen en manos de las autoridades (pueden estar años o indefinidamente sin que eso suceda) es entregarles un documento que tiran a la papelera inmediatamente diciendo que deben salir de España, cosa que naturalmente no hacen.",1
d_551_01,"Esos 600000 si no tienen papeles no deberían estar aquí,y si ya saben quiénes son echarlos.",1
d_492_02,Toda esta gente que decapita o que lanza a su propio bebé por la borda al llegar aquí se convierten en bellísimas personas.,0
d_444_03,"Para muchos,quitar una vida es lo más normal del mundo.",0
d_2035_01,Por la caridad entra la peste y este es solo un pequeño eemplo.,1
d_2502_06,Esta gente son clandestinos.,0
d_699_01,"Si tienen título, oficio y beneficio bienvenidos sean.",0
d_631_01,A trabajar a legalizar gente que vive gracia a las ayudas ?,0
d_2039_15,"El 78 por ciento de las mujeres musulmanas no trabajan, son apoyadas por el estado + vivienda gratuita.",0
d_1212_01,No les va a pasar absolutamente nada.,0
d_2319_01,Mejor que lo haga el mar... el mejor ilegal el que no llega.,0
d_357_01,Ese buen hombre por lo menos pagará 7 u 8 pensiones.,1
d_373_01,Sí es morito no hay delito,1
d_1189_10,"Y no, no es racismo (o si, me da igual) es un tema de orden.",0
d_382_01,"Lo mejor, es que ya lo tenemos aquí y tenemos que mantenerlo en la cárcel, gracias",0
d_979_01,"I claro por ser menores, seguirán libres cometiendo crímenes.",0
d_2330_01,"Como siempre, somos el hazmerreir del mundo, y los magrebíes lo saben.",1
d_1759_01,"Durante el pasado año, una pandemia que provocó la muerte de 74.000 españoles, no fue causa suficiente como para que, este gobierno, antepusiera las razones de salud pública a las de unos supuestos derechos humanos de más de 41.000 inmmigrantes marroquíes y subsaharianos...",1
